	type	sampled_tips	lambda	lambda_min	lambda_max	psi	psi_min	psi_max	phi	phi_min	phi_max	R_naught	R_naught_min	R_naught_max	infectious_time	infectious_time_min	infectious_time_max	p	p_min	p_max	upsilon	upsilon_min	upsilon_max	partner_removal_time	partner_removal_time_min	partner_removal_time_max
11	BDPN(p)		0.2361500505397248	0.2242088370357544	0.24854488891991175	0.12069170083479948	0.10947060388153704	0.13308797064060196	54.17733315286635	46.899372382025355	62.28312566830461	1.9566386827455728	1.8576988764343227	2.0593370314676007	8.28557384710968	7.5138270963681215	9.13487241818949	0.4438036290312925	0.4438036290312925	0.4438036290312925	0.3417263248169227	0.30435000804007184	0.3809398933581022	0.018457903735837413	0.01605571315295905	0.02132224695576651
12	real	991.0	0.5416450273625862			0.14267804025975414			70.63221302860558			3.796274650089728			7.008787043748558			0.5901426952579006			0.24922139151595565			0.01415784607506219		
12	BD(p)		0.5446174883772046	0.5201971715165099	0.5703526714519782	0.217528135458811	0.19638280973041147	0.24041134022865984				2.5036645821860963	2.3914017854256344	2.621971958932984	4.597106474943101	4.159537561950617	5.0920953894730925	0.5901426952579006	0.5901426952579006	0.5901426952579006						
12	BDPN(p)		0.5330599366646955	0.5086392169154371	0.5587954173372554	0.14506628423822598	0.12762075763125333	0.16413700364656192	73.18428687127059	61.50819361678442	86.4155496200076	3.6745956475269694	3.5062538451743634	3.8520006235191673	6.893400525499176	6.092471397572918	7.835715902027428	0.5901426952579006	0.5901426952579006	0.5901426952579006	0.22298458439528288	0.1924984107474903	0.2548543573009451	0.013664135332205616	0.011571991434380374	0.016257996556203837
13	BD(p)		0.3883310424111814	0.3694183938559479	0.40835042588754294	0.07761871374630387	0.0662456234245869	0.09001551756092607				5.003059490014717	4.759398552562837	5.260979036862592	12.883491000230846	11.10919569309992	15.095336843472928	0.5655140458681811	0.5655140458681811	0.5655140458681811						
13	BDPN(p)		0.3925451427096201	0.3726619909313972	0.4125644417895181	0.06478483826327408	0.054818457284637516	0.07622818865651296	37.88866990220465	25.512277732002048	55.273940995370396	6.059213131232747	5.752302559079719	6.368225233702513	15.435710373099608	13.118506652519805	18.242031051834125	0.5655140458681811	0.5655140458681811	0.5655140458681811	0.06352608716027322	0.0446667800345671	0.08638921979796188	0.026393114421306527	0.018091707990999902	0.039196813804892906
13	real	738.0	0.38310088355527083			0.07729190673355979			27.17874357008279			4.9565459017060345			12.937965205686982			0.5655140458681811			0.05335217580283342			0.03679345947031774		
14	BDPN(p)		0.4692633437177959	0.44731349948102417	0.4911875599339733	0.12582367204391606	0.10631997328705416	0.14680186711915622	37.365981852551045	29.379399427768718	46.98059683992753	3.729531463316455	3.5550822211332305	3.9037770234724585	7.947630074339044	6.811902461624138	9.40557045946665	0.29932704471897004	0.29932704471897004	0.29932704471897004	0.1654408932612129	0.13377447228543385	0.20048585575122047	0.026762310273180417	0.021285383057333303	0.03403745547823634
14	real	648.0	0.4502166234431202			0.13326113441394777			36.98054932463765			3.3784540813273933			7.504063389507924			0.29932704471897004			0.151785148453924			0.027041242444004673		
14	BD(p)		0.4881528003706336	0.4653175128532602	0.511029811033467	0.1858589890868082	0.1634737208770775	0.2106499128408172				2.6264686081050117	2.5036050994333494	2.7495566049527094	5.3804231095485795	4.747212977750789	6.117191158522295	0.29932704471897004	0.29932704471897004	0.29932704471897004						
15	BDPN(p)		0.17677172105684044	0.16715920506154447	0.18630677839440055	0.08375219312552187	0.07470117200241791	0.09328813756642908	30.023183377699965	25.15997081151249	35.571836684021605	2.110651846357116	1.9958785414850932	2.2245002959525744	11.939985840147145	10.719476517450195	13.386670827167642	0.4699233264186504	0.4699233264186504	0.4699233264186504	0.3083002199300633	0.26976269243880546	0.3488295039185362	0.033307593915665866	0.028112127267501667	0.0397456740904655
15	real	826.0	0.1839126599933826			0.0953176999954221			31.752528833524575			1.929470182371328			10.491230905152221			0.4699233264186504			0.3204591017354189			0.03149355458404283		
15	BD(p)		0.193219992742324	0.18270796188922814	0.20370838326440327	0.12266332881743655	0.1122078864971881	0.13315245950837645				1.5752058468093508	1.4895076112043055	1.6607113570803909	8.152395745661929	7.510187973186415	8.912029548164243	0.4699233264186504	0.4699233264186504	0.4699233264186504						
16	real	712.0	0.8484860681558388			0.17491345628377797			82.36604915954129			4.850890755821913			5.717113029758038			0.8645235423799118			0.0813111534626858			0.01214092469171395		
16	BD(p)		0.8553065274430853	0.8052495043507171	0.9067608936001574	0.2379429516242948	0.2073995242664756	0.27131361049565283				3.594586524225311	3.3842124713245685	3.810833174129516	4.202688052634446	3.685771599047821	4.8216118312554945	0.8645235423799118	0.8645235423799118	0.8645235423799118						
16	BDPN(p)		0.8571280379172481	0.8069642856955344	0.9085823102694214	0.2064979801359884	0.17840255316427114	0.23796273382733316	64.28969443446826	38.51771292533816	105.3025037500315	4.1507817042703765	3.9078555885346256	4.399957373292845	4.8426623802395286	4.202338676801405	5.605300945885067	0.8645235423799118	0.8645235423799118	0.8645235423799118	0.08333382695584754	0.059896188124515415	0.11377000848270415	0.015554592517457359	0.009496450363362805	0.025962081443889902
17	BD(p)		0.17994553799995866	0.1722564719140229	0.1885270623626734	0.10128389394940998	0.09266574681313257	0.1098660934704313				1.776645140537736	1.700729160354585	1.8613725737760467	9.873238093506627	9.10198923445962	10.791474027793413	0.3215637424259439	0.3215637424259439	0.3215637424259439						
17	BDPN(p)		0.15777296535054647	0.1504242325997396	0.16540115616959744	0.05481776408619796	0.048090543575423216	0.062446740391098425	24.80375852267141	21.762453476770116	28.180650416538445	2.8781357280909354	2.74407822185534	3.017291181550439	18.242261731572164	16.01364608844414	20.79410889651604	0.3215637424259439	0.3215637424259439	0.3215637424259439	0.3810626320684628	0.3431052214522682	0.41974621756418384	0.040316470549653545	0.03548534136788865	0.04595070133371817
17	real	934.0	0.15747359893029086			0.06339813934029219			28.45984188531475			2.4838836055589053			15.773333577385571			0.3215637424259439			0.4110630684222627			0.03513722964553781		
18	BD(p)		0.2796816455677956	0.25954254227481033	0.3006566125742858	0.27316940065019474	0.25296932794568805	0.29414450428902084				1.023839584163162	0.9501157218087022	1.1006233196641582	3.660732123070195	3.39968955876673	3.953048411524016	0.3816229588113719	0.3816229588113719	0.3816229588113719						
18	BDPN(p)		0.2150335081151011	0.19831214029360886	0.23314942376007655	0.1602160128758325	0.144667574118427	0.17737940028100696	53.56521201878639	46.4806388104911	61.44936659644682	1.3421474186962334	1.2377797745304076	1.4552192354254097	6.241573373661473	5.637633222436122	6.912399036852483	0.3816229588113719	0.3816229588113719	0.3816229588113719	0.7436222014313516	0.6840743298323566	0.7992041069804139	0.018668833041289558	0.016273560744201762	0.021514334260274645
18	real	503.0	0.21897478800936912			0.18354955809364287			51.890948870958944			1.1930009000493105			5.448119899530472			0.3816229588113719			0.8892228384436468			0.01927118354468279		
19	BD(p)		0.16661189715656508	0.1569080750575476	0.17710056680867542	0.11371464296602653	0.10402822833613362	0.12325030166274507				1.4651753970360897	1.3798405461680567	1.5574121519388326	8.79394222166059	8.113570405177112	9.612775455223778	0.6515937344361273	0.6515937344361273	0.6515937344361273						
19	real	774.0	0.16252371426395082			0.10881976978292984			47.39089446358853			1.4935127558912122			9.1895066677201			0.6515937344361273			0.08851918197772764			0.021101099933201767		
19	BDPN(p)		0.16392926255120194	0.15438262607359246	0.17441796034526924	0.10578918690962832	0.09678386615958212	0.11532492118938573	47.338245051659186	32.44134347168148	67.11860012486821	1.549584294387672	1.4593422124084916	1.6487314577270349	9.452761942997652	8.671152684837368	10.33230061662498	0.6515937344361273	0.6515937344361273	0.6515937344361273	0.07395514048956732	0.05315525722687652	0.09837233893369003	0.0211245684944324	0.014898999653443138	0.030824863984838188
20	real	552.0	0.16755511158074365			0.07194252441158576			13.729421671370444			2.329013513928909			13.89998485845401			0.13213619088184433			0.6327495565911542			0.0728362799203167		
20	BD(p)		0.22207074529516774	0.20998093891183825	0.23541922076052826	0.15665597942270165	0.1426712625214433	0.17191237810465626				1.417569543872684	1.3403953024049655	1.5027783914031223	6.383414177263672	5.816916798109926	7.009120003053884	0.13213619088184433	0.13213619088184433	0.13213619088184433						
20	BDPN(p)		0.163283963931116	0.1544090596536331	0.17281914989795166	0.0646476914919801	0.05370824451679602	0.07609104345473923	14.50391483323725	12.568009392545733	16.648719614059626	2.525750883948768	2.38846981369456	2.6732454927550013	15.468456443244465	13.142151225654096	18.61911535178315	0.13213619088184433	0.13213619088184433	0.13213619088184433	0.5566946660286587	0.5023299525492975	0.6112420020446636	0.06894690237068922	0.060064679037270426	0.07956709521502384
21	real	717.0	0.33257287314617484			0.1892817403821864			22.148296763003078			1.7570256511518942			5.283129783046477			0.2011261227366748			0.48857895719779			0.04515019871281562		
21	BD(p)		0.393663963798832	0.3729570750828779	0.4146365393611149	0.29462998381716377	0.2722636373935908	0.3184648172011097				1.3361300119512782	1.2658490159451017	1.4073127724109122	3.3940876859992715	3.140064289640204	3.672910600817311	0.2011261227366748	0.2011261227366748	0.2011261227366748						
21	BDPN(p)		0.30642206478374723	0.2903158230861668	0.32358294239570273	0.15842499499106671	0.1399767533905511	0.17844898283277313	20.772927688409574	17.932381790833787	23.930976935639247	1.9341775254657625	1.832512749030146	2.042499306463282	6.312135279261888	5.6038425331743875	7.144043391332888	0.2011261227366748	0.2011261227366748	0.2011261227366748	0.4491384105898895	0.4026455673061705	0.4964780784298209	0.04813957931206577	0.04178684400095462	0.05576504067692525
22	BD(p)		0.08859946432769418	0.08244012699215318	0.0952745930773029	0.06682952598979294	0.06065800792824985	0.07350480006941909				1.325753295649983	1.2335883843429398	1.4256362239028069	14.963445949814648	13.604553703371536	16.485869453261035	0.3156462348801501	0.3156462348801501	0.3156462348801501						
22	BDPN(p)		0.08685805876674194	0.0808211640097054	0.09353319914148696	0.06388268445750199	0.05700489084496271	0.07055797820941773	4.7317069363846045	2.3432543132294863	9.697495407467402	1.359649480987674	1.2651497772212712	1.4641400864065128	15.653694087718728	14.172741699485446	17.542354439722008	0.3156462348801501	0.3156462348801501	0.3156462348801501	0.04092061483013101	0.019181538201623917	0.06995524465460948	0.2113402231889024	0.10311940949515334	0.42675692277796096
22	real	514.0	0.08916366897766466			0.06181054494687367			5.101602693779186			1.4425316756922475			16.178469237886556			0.3156462348801501			0.05729272076300008			0.19601683236120765		
23	BDPN(p)		0.574841878410343	0.5400975459284667	0.6110606703802339	0.10720142928570234	0.0881183599609277	0.12818001507114446	55.80611820572054	49.6598574756044	62.501953827757475	5.3622594609101055	5.038156203020892	5.700116821686184	9.32823383664878	7.801528182415682	11.34837280724933	0.7691684250444611	0.7691684250444611	0.7691684250444611	0.7427901659331065	0.6949150185194493	0.7875004691205159	0.017919182199945462	0.015999499835729847	0.02013698892493306
23	real	723.0	0.5582325892268923			0.13897794045758063			57.69948504059495			4.016699250175448			7.1953865247069455			0.7691684250444611			0.7819030260264941			0.017331177207152573		
23	BD(p)		0.6201218883273205	0.5832406039640718	0.658245205210853	0.31276942661116186	0.2811053442209658	0.3461375878794616				1.9826806444808376	1.8647621996927548	2.104570169606731	3.1972434481046967	2.88902458160146	3.557385231402572	0.7691684250444611	0.7691684250444611	0.7691684250444611						
24	BDPN(p)		0.21553721428482608	0.2046427463719248	0.22697883945403516	0.07079112155205207	0.06261247449517096	0.08032718959937002	20.43177416947152	16.95826822165273	24.549067146527424	3.0446927461990207	2.8907967819305256	3.206317889555397	14.126065219417512	12.449084861395955	15.971258252652605	0.601864645608676	0.601864645608676	0.601864645608676	0.23846168977300505	0.20492801464867624	0.2741587980648954	0.048943375729659684	0.04073474539913239	0.058968285377346226
24	real	897.0	0.21510874336612			0.07358816728482487			21.250156757514013			2.9231430989922083			13.589141255950494			0.601864645608676			0.2822575081092208			0.047058476387304864		
24	BD(p)		0.2233036634034981	0.21201480549628926	0.2347451996927505	0.10190047939281187	0.09244105944973577	0.11238982789471036				2.1913897239157647	2.080606556118369	2.3036712004841617	9.813496520905872	8.897602378542883	10.817703799075815	0.601864645608676	0.601864645608676	0.601864645608676						
25	BDPN(p)		0.11897346976888272	0.10975679244318877	0.1285090783135207	0.08451052561002961	0.07602898785276098	0.09404646281891473	8.789778649499931	6.9675446973300525	11.062185757430651	1.4077946966970831	1.2987351770790898	1.5206280801816408	11.832845586767018	10.633042115847434	13.152877977760493	0.7133436607538189	0.7133436607538189	0.7133436607538189	0.35950602624900857	0.3047375300626362	0.4170504067031992	0.1137685077037625	0.09039804808270226	0.14352258125924872
25	BD(p)		0.1267067006600658	0.11688586467099818	0.13719578893434708	0.11260465941726196	0.10301363399859101	0.12309389562784315				1.1252349708776088	1.0380197877769164	1.2183846533913092	8.880627188742272	8.123879700934623	9.707452899037401	0.7133436607538189	0.7133436607538189	0.7133436607538189						
25	real	543.0	0.11803096426988406			0.09496140604744659			11.095377368037948			1.2429361483012475			10.530593865684331			0.7133436607538189			0.4583215899992365			0.09012762403923852		
26	BD(p)		0.2810820418170753	0.266859125631052	0.29633654190799	0.08595405079011695	0.07400738739775675	0.09930434360941563				3.270143050074777	3.1046718936222097	3.447615780570785	11.634123008836491	10.07005296700017	13.512164598183222	0.4148437965193866	0.4148437965193866	0.4148437965193866						
26	BDPN(p)		0.2770079253624007	0.2624528199233679	0.292262487619399	0.06446726816992769	0.05355883145322137	0.07591062219746787	25.721002862236862	18.42602890588831	35.35808098266815	4.296877054449435	4.0711019308523335	4.5335019757473125	15.5117477192321	13.173386952338225	18.671057094914524	0.4148437965193866	0.4148437965193866	0.4148437965193866	0.12684549557570135	0.09711608255014634	0.16095309340477548	0.03887873289218372	0.028282077878892264	0.05427105347047596
26	real	583.0	0.27443384395468523			0.06153901266128025			21.774724222334985			4.4595100260254315			16.24985447043401			0.4148437965193866			0.1484912878862531			0.045924806660663474		
27	BD(p)		0.1527803050272436	0.14270114414652826	0.1632691197785298	0.12583750469678914	0.11510928163690885	0.13632660208929892				1.2141078718572358	1.1340112352861156	1.2974599279597423	7.946756433302956	7.335325495349494	8.687396757060101	0.6599776951434753	0.6599776951434753	0.6599776951434753						
27	BDPN(p)		0.13280988980324082	0.12354200692645045	0.14329891405252	0.06576912750901259	0.05817899537905018	0.07435163185571939	26.797702758659906	23.54706514068892	30.357122252018534	2.0193348282602863	1.8784194287741007	2.178817318701441	15.204702234539544	13.44960392988438	17.188333925066235	0.6599776951434753	0.6599776951434753	0.6599776951434753	0.7467124396907684	0.6956676440087821	0.7942038572487493	0.03731663154136754	0.03294119882965873	0.042468137495063764
27	real	646.0	0.13488320455680927			0.07243478931102565			23.67602588283741			1.8621329038128096			13.80552093147022			0.6599776951434753			0.7422298220909034			0.04223681816148432		
28	BD(p)		0.3945564738349273	0.36842186424432666	0.4212488188997892	0.16841315377395735	0.14879442481607175	0.18939045528631027				2.342788938947712	2.1876074165728125	2.5012821710184565	5.937778478646574	5.2800971331329976	6.7206819155766295	0.8933722996731404	0.8933722996731404	0.8933722996731404						
28	BDPN(p)		0.39225808031234455	0.36551192247849296	0.4199037869808845	0.13511567699682964	0.11677954928241932	0.1551401316579921	6.919617563029237	4.657891753240138	9.919386818466037	2.9031278163343592	2.7051777454889216	3.107735507188681	7.401065681101269	6.445785428392633	8.563143171426383	0.8933722996731404	0.8933722996731404	0.8933722996731404	0.17027200375808516	0.12504350275984374	0.22213000352320486	0.14451665729951482	0.10081268311246712	0.21468940305544384
28	real	621.0	0.3913566550473548			0.14067435147182997			7.485834084934542			2.782004330943896			7.108616386266049			0.8933722996731404			0.18885489739951847			0.13358564839321366		
29	BDPN(p)		0.3801128570540929	0.3593801226839473	0.4020390287424471	0.13495197953679675	0.11873123201476275	0.15211580062784624	61.49422734941347	51.24222841722822	73.07544266564639	2.816652696453773	2.663022238854649	2.979126576152408	7.410043212647611	6.573939037710593	8.422383757254893	0.7184644934752505	0.7184644934752505	0.7184644934752505	0.2561884445266419	0.22116268062651506	0.2932337466058814	0.01626168899265856	0.013684487750220794	0.019515154412445272
29	real	836.0	0.3759500434389412			0.14094597227623645			58.236462337804106			2.667334421604657			7.094917178904022			0.7184644934752505			0.2552432974685241			0.017171372708037102		
29	BD(p)		0.39119613348894783	0.369857282438771	0.41312206207107227	0.1946037522045	0.17569713577827928	0.2146270154884238				2.0102188629839888	1.9005660386758896	2.122888471528245	5.138647064467425	4.659245704574112	5.691612419123032	0.7184644934752505	0.7184644934752505	0.7184644934752505						
30	real	535.0	0.4979600222545125			0.16513245147790384			55.39175914361921			3.0155188625728355			6.055744894781077			0.8257994576131525			0.10521030330164756			0.018053226968423403		
30	BD(p)		0.4960054407998401	0.4621671782451635	0.5303206871950763	0.16465740778488602	0.14164308481513646	0.18944885724338745				3.012348168676615	2.806841091832044	3.220752071403341	6.073215978879211	5.2784694220418915	7.059998737708491	0.8257994576131525	0.8257994576131525	0.8257994576131525						
30	BDPN(p)		0.4892795980943728	0.4559011099433903	0.5235950754030929	0.14263481659716498	0.1216108985085233	0.1664732738282909	54.22997009086428	37.323135421422464	76.00683615283059	3.430295700356359	3.1962820917067165	3.6708784565682255	7.010910967300784	6.006970230137068	8.222947221542922	0.8257994576131525	0.8257994576131525	0.8257994576131525	0.1032962604783596	0.07343718518383377	0.13832375030342367	0.018439988042118848	0.013156711298826488	0.026793033026534727
31	real	906.0	0.23432088272796459			0.16683142164565526			10.676621011265452			1.4045368697130378			5.994074678114107			0.7459431396944559			0.5374181171423207			0.09366259221385198		
31	BD(p)		0.25036400089334665	0.2347787508375125	0.266572405255057	0.2344652837523973	0.21896172975321465	0.2506739458714771				1.067808405946097	1.0013369445578402	1.136937635238852	4.265023733987124	3.989245856897747	4.567008130265826	0.7459431396944559	0.7459431396944559	0.7459431396944559						
31	BDPN(p)		0.2342021744721323	0.21962703856762397	0.24945738989305405	0.1639229084124318	0.1505581385817245	0.17822567822251115	10.511731202990239	9.059320592420786	12.160154832091393	1.4287336452259445	1.3398190691873282	1.5217969978022632	6.100428608086853	5.610863765385816	6.6419524671340815	0.7459431396944559	0.7459431396944559	0.7459431396944559	0.4858741290595421	0.4384254836435713	0.5335713534143698	0.09513180851842302	0.0822357950049237	0.11038355357868894
32	real	968.0	0.23554933829525906			0.09433331626220433			22.315792597165842			2.49698990376356			10.600708632149095			0.4093710374718479			0.08426764897229241			0.04481131448259661		
32	BDPN(p)		0.2462733060592016	0.2357342186894703	0.2567611400298755	0.09453788063747404	0.08430717494275031	0.10502730637610716	26.080984473121422	17.908704182288574	38.076106381421035	2.6050224989027404	2.49354245197694	2.7159603991386443	10.577770447750106	9.521333398944444	11.861386657530165	0.4093710374718479	0.4093710374718479	0.4093710374718479	0.06677880322865612	0.049040683621044336	0.08773982620301249	0.03834211093644036	0.026263189570453104	0.055838769227590686
32	BD(p)		0.2501597790338128	0.23945369477845366	0.2616010079792126	0.10702575329243587	0.09625751272367283	0.11846862027676555				2.3373792880511592	2.2373465022401966	2.4442809317531005	9.343545541488618	8.441053822217286	10.388799499429279	0.4093710374718479	0.4093710374718479	0.4093710374718479						
33	BDPN(p)		0.09807217057897442	0.09124678358514028	0.10474723609144652	0.06342506433660365	0.05659732292478763	0.07105397497301466	15.273677507156545	11.805071977119349	19.399373497190595	1.5462683657440983	1.4386549629793637	1.6515117041985428	15.766637534538276	14.073807980197964	17.668680218831263	0.291684716324338	0.291684716324338	0.291684716324338	0.1943187111877621	0.1556067804433251	0.2375926085360756	0.06547211694966361	0.0515480564434114	0.08470935221218516
33	real	520.0	0.10041713120184906			0.06620493514150831			14.954345403864703			1.51676202064415			15.104614147911654			0.291684716324338			0.2249820487154944			0.06687019545112062		
33	BD(p)		0.1076523956983614	0.10098662096721382	0.1152809689070124	0.07924776502729411	0.07191203705598527	0.08687655494607902				1.3584281608608688	1.2743150665817835	1.4546904744544895	12.618652395503965	11.51058534285415	13.905877804872574	0.291684716324338	0.291684716324338	0.291684716324338						
34	BDPN(p)		0.3497647426800755	0.32660458398647674	0.3735982615489348	0.1168615642378726	0.10056853176692176	0.13497925874001598	10.13097401158675	8.576606661420179	11.933064936346412	2.992983578143167	2.7947990095500566	3.1969301796138265	8.557133446926077	7.408545648677057	9.943468224410458	0.7054616691758253	0.7054616691758253	0.7054616691758253	0.5625871464106904	0.504899987843188	0.6198267190483541	0.0987071923051332	0.0838007674754323	0.1165962296601827
34	real	662.0	0.3527683397823519			0.12284441627757577			9.099170898412401			2.871667679101072			8.140378132779176			0.7054616691758253			0.6064675373091123			0.10990012289740346		
34	BD(p)		0.38565919781291336	0.3616179979496063	0.4104451674144081	0.21859620708593175	0.1973465774876963	0.2414793874095611				1.7642538402384442	1.6542738905229566	1.8776408469569603	4.5746447906431085	4.141140205494849	5.067227477316376	0.7054616691758253	0.7054616691758253	0.7054616691758253						
35	real	681.0	0.3249067691625081			0.0888325858730304			14.373462263587871			3.6575178575449967			11.257130366882636			0.6508752491283276			0.8052059814781132			0.06957265978519933		
35	BD(p)		0.3742176076629459	0.3508915071840117	0.3980505435300728	0.2368854270002013	0.215692595668152	0.2597681887168075				1.5797409422852668	1.4812709740211816	1.6803504908291989	4.221450059902376	3.8495860672538846	4.6362277615617495	0.6508752491283276	0.6508752491283276	0.6508752491283276						
35	BDPN(p)		0.3221380331487956	0.3014396833560021	0.3431121093848249	0.09044664906923104	0.07577180820631033	0.10665764608515152	14.461393117958245	12.820653933004362	16.24671267491479	3.561635908724709	3.332789953614197	3.793530361994892	11.056241555555749	9.37579289160045	13.197520603932473	0.6508752491283276	0.6508752491283276	0.6508752491283276	0.7789826314954662	0.7302962170269995	0.8238767844729495	0.06914963114848141	0.061550913099116825	0.07799914148105097
36	BD(p)		0.3333005318220393	0.31837296886909605	0.34950759157827915	0.16937869855288232	0.15030454910743862	0.18940246702300784				1.967783048692976	1.8796517601633107	2.0634683969375183	5.9039301195704175	5.279762274049597	6.653158576625607	0.11235967607571384	0.11235967607571384	0.11235967607571384						
36	BDPN(p)		0.2824717519941209	0.27092701216623705	0.293912611158336	0.051986167614434066	0.04083294344877661	0.0643832892153681	7.448110583490955	6.341771035137866	8.702592747906527	5.4335944532232086	5.21152115261933	5.653669517210777	19.23588611910581	15.531980614642208	24.490029753903546	0.11235967607571384	0.11235967607571384	0.11235967607571384	0.3907256960748051	0.3449375285660389	0.43773025663153403	0.134262238562427	0.11490828411343935	0.15768465850616448
36	real	622.0	0.28370419934445007			0.06442106404683101			7.825403367339815			4.403904274822452			15.522873066378539			0.11235967607571384			0.38568295877358333			0.1277889398230397		
37	BD(p)		0.17103923241080451	0.1610759961367339	0.18152785561831972	0.14019104622352976	0.13040417578593785	0.15067999304139654				1.2200439116353292	1.1489749201236703	1.2948605528549941	7.133123169688988	6.6365811400407235	7.668466089932032	0.5929454533911118	0.5929454533911118	0.5929454533911118						
37	BDPN(p)		0.15932277761794508	0.15004605236689364	0.16885800136159726	0.1111927430049866	0.10172305415299557	0.12072842575241735	7.377722732588634	5.879325927531568	9.268293610847405	1.4328523005390739	1.3494230676561745	1.5186063118707716	8.993392670915163	8.283053421492799	9.830613210806273	0.5929454533911118	0.5929454533911118	0.5929454533911118	0.2741320211457342	0.2323697210493137	0.3180810589279261	0.13554317995481624	0.10789472603992847	0.17008752573440838
37	real	861.0	0.17298635253076802			0.11180203321572808			6.210157091533204			1.5472558732181683			8.94438116407459			0.5929454533911118			0.29836032489511755			0.16102652239882606		
38	BDPN(p)		0.9280465953097272	0.8764434156879943	0.9814027939931442	0.14955487098069578	0.12286141760135202	0.18006788505323668	49.33325582812892	40.08646886229738	60.41172261195486	6.205391969008603	5.860346840867012	6.562158674991077	6.686509061474018	5.553461127753859	8.139251683101168	0.550020021108926	0.550020021108926	0.550020021108926	0.2892667999972403	0.2474587078101392	0.3336876249974128	0.020270302115957612	0.016553078719892526	0.0249460735350659
38	real	639.0	0.9069541712108881			0.18729858601320923			63.71135668659			4.842290540020015			5.339068603163267			0.550020021108926			0.29934660369048155			0.01569578882018189		
38	BD(p)		0.9316229881583588	0.8825471665171956	0.9821206382873221	0.29182763581782944	0.2537701131619806	0.332823664156891				3.192374106542519	3.0242069571098367	3.3654134075924227	3.4266802634971834	3.004594046920312	3.940574355033303	0.550020021108926	0.550020021108926	0.550020021108926						
39	real	502.0	0.1754747131190119			0.13623419805389633			52.94918880226038			1.2880371861519777			7.340300851658294			0.4825203559928689			0.5134210104800905			0.018886030600667302		
39	BD(p)		0.1967064769944901	0.1821813869050553	0.2119622645543504	0.178999722901086	0.1643981831318563	0.194255780644572				1.0989205670624904	1.0177746867559536	1.184148562461626	5.586600827044816	5.147851954170108	6.082792284863303	0.4825203559928689	0.4825203559928689	0.4825203559928689						
39	BDPN(p)		0.16978046405360048	0.15659449029941294	0.1840831500706743	0.12068881199131627	0.10853291702344822	0.13403864105151994	55.42783423505485	46.25825206988664	65.88228195817241	1.4067622445883088	1.2975062701808695	1.525271042388911	8.285772173082218	7.460535202051426	9.213794555839248	0.4825203559928689	0.4825203559928689	0.4825203559928689	0.4808631769806218	0.4235728375356649	0.5391646756595558	0.018041477062936705	0.015178587782294544	0.0216177645123557
40	real	611.0	0.5346025878938777			0.18030756829570233			50.18216335836969			2.96494813249955			5.5460788998053125			0.3120787275915945			0.8113729426359502			0.01992739916090552		
40	BD(p)		0.7232671588207145	0.6816521565058492	0.7661514637998986	0.5161884992681052	0.4714113738434359	0.5628944192620167				1.4011686812980577	1.3205489031087518	1.484247450081146	1.9372767921367542	1.7765320915973035	2.121289505272136	0.3120787275915945	0.3120787275915945	0.3120787275915945						
40	BDPN(p)		0.5373549510812662	0.5064516872982635	0.569762454144147	0.1572575606898399	0.12856964915693966	0.18872386403885533	48.65978643185571	43.042226950907505	54.804353771284525	3.4170373031608623	3.2205236115619362	3.6231164444162594	6.358994732039031	5.298746955467782	7.7778854228601135	0.3120787275915945	0.3120787275915945	0.3120787275915945	0.7869606183846066	0.7377755797355687	0.8318986129441036	0.02055085057556558	0.018246725509679557	0.023232998635051245
41	BDPN(p)		0.3411382356648493	0.3238655908849937	0.3592518663158677	0.18047840913322155	0.16014687059859878	0.201455457506443	69.31697475189368	61.545158002673176	77.77652258878723	1.8901886231335043	1.7944838523367619	1.990553152818868	5.540828982273675	4.96387644384376	6.244268128763232	0.15314938120784724	0.15314938120784724	0.15314938120784724	0.5912762945792914	0.5445054158088591	0.6375770268339809	0.014426480722496922	0.012857350350916391	0.016248231907318618
41	BD(p)		0.4827108790234816	0.4582489984480704	0.5074944421768871	0.38278195307566704	0.3559379095000342	0.4104279218212428				1.2610596584945606	1.197154136358893	1.3258055613624171	2.612453361411016	2.4364814059496145	2.809478769498431	0.15314938120784724	0.15314938120784724	0.15314938120784724						
41	real	751.0	0.3558845882247927			0.1954596059622215			76.41352188921948			1.8207577288044785			5.116146607771635			0.15314938120784724			0.7004854855106256			0.013086689047649841		
42	BD(p)		0.933450646905427	0.8851890411573922	0.9829954205473576	0.5240405110831138	0.4780701536636995	0.5726524132570474				1.781256653185311	1.68916147213092	1.875800438625732	1.908249417460396	1.7462599944569317	2.09174321453971	0.5263841830199695	0.5263841830199695	0.5263841830199695						
42	real	808.0	0.8157244584002257			0.19538861570180296			40.538945108177394			4.174882223666312			5.11800544984757			0.5263841830199695			0.7917785049635809			0.024667637436828198		
42	BDPN(p)		0.8167125786763435	0.7728998913450946	0.8624515597289554	0.16775119409730746	0.14039357631571792	0.19921716719853688	37.2841368739265	33.455470016603435	41.457237734513505	4.868594724891157	4.607418120056772	5.141254370020597	5.961209429125911	5.019647724452455	7.122833011612968	0.5263841830199695	0.5263841830199695	0.5263841830199695	0.7313514562303759	0.6856419902159775	0.7743771995684798	0.026821058065027083	0.02412124045513749	0.02989047828363241
43	real	543.0	0.1314794911812732			0.09074356687366236			9.569777205686922			1.44891253133487			11.020064941818399			0.2479034349090582			0.7034344553032745			0.10449564065146068		
