	type	sampled_tips	lambda	lambda_min	lambda_max	psi	psi_min	psi_max	psi_p	psi_p_min	psi_p_max	R_naught	R_naught_min	R_naught_max	infectious_time	infectious_time_min	infectious_time_max	p	p_min	p_max	pn	pn_min	pn_max	partner_removal_time	partner_removal_time_min	partner_removal_time_max	type_max
21	BDPN(psi)		0.4856107410662088	0.4662369596087889	0.5053600856558794	0.1027579377927116	0.1027579377927116	0.1027579377927116	23.590199084149862	20.53032693122082	26.991308891895365	4.725773516843113	4.537235464468984	4.91796640251108	9.73160829694003	9.73160829694003	9.73160829694003	0.1511979127048363	0.1282061912043645	0.1782669171061865	0.4891043552287764	0.4437318617587186	0.5347244031597028	0.0423904858298502	0.0370489628348578	0.0487084303796099	BDPN(psi)
21	real	690.0	0.47857192958061623			0.10275793779271164			22.673038632619686			4.657274560589324			9.73160829694003			0.1595951107339295			0.5361852417474572			0.0441052483614305			
21	BDPN(p)		0.4850213926109878	0.4657893414275311	0.5045920216398164	0.0824886323202947	0.0670105669039887	0.1010837474780608	23.43591402992156	20.4024021518037	26.80151852139398	5.879857369045717	5.646709471662953	6.117109805876503	12.122882533887871	9.8927871685509	14.92301955052518	0.1595951107339295	0.1595951107339295	0.1595951107339295	0.4905432722669327	0.4452760568443006	0.5360659276258932	0.0426695540324674	0.0373113187300101	0.0490138363394426	BDPN(p)
21	BDPN(lambda)		0.4785719295806161	0.4785719295806161	0.4785719295806161	0.0503526151301556	0.0408580202271862	0.0621835413699975	23.38002102562467	20.35579539780587	26.734100857811853	9.504410611912885	9.504410611912885	9.504410611912885	19.859941681581333	16.081425695103334	24.474998897147188	0.2579616247592047	0.2171526557880468	0.3064676079673889	0.4927755278983607	0.4474219620625194	0.5383154282561191	0.0427715611933792	0.0374054098665448	0.0491260587197584	BDPN(lambda)
22	BDPN(lambda)		0.5830847115206723	0.5830847115206723	0.5830847115206723	0.0632933923847892	0.0524954654821524	0.0760181785984688	11.80702423593301	9.94161620121795	13.95753908456124	9.212410483164437	9.212410483164437	9.212410483164437	15.79943754508443	13.154748225184932	19.04926436627147	0.999999	0.8678986988830566	0.999999	0.3981978708353404	0.348111762366968	0.4495845761393784	0.084695345754999	0.0716458677952851	0.1005872666737516	BDPN(lambda)
22	BDPN(psi)		0.5469386351762444	0.5151832934206926	0.5797330457793703	0.118175001191959	0.118175001191959	0.118175001191959	12.043317805618296	10.117605363557756	14.276136787386452	4.628209263038785	4.359494717362837	4.905716436910998	8.46202657003267	8.46202657003267	8.46202657003267	0.6860906222407349	0.5810104993347921	0.809515779072106	0.3954638192473246	0.3446631198691596	0.4476005508393369	0.0830335972312789	0.0700469612257806	0.0988376166164638	BDPN(psi)
22	real	613.0	0.5830847115206723			0.11817500119195906			12.144107520073222			4.934078321467764			8.46202657003267			0.5611800086831723			0.4448034613199301			0.0823444619826596			
22	BDPN(p)		0.5793024924300517	0.5472177166964751	0.6123341215613656	0.1108282516714282	0.0927291135175674	0.1317173643047632	11.853159791564462	9.974584507218822	14.021835115918575	5.227029062476827	4.937529090676333	5.525072464165077	9.022970090376347	7.592013439368812	10.784099643210231	0.5611800086831723	0.5611800086831723	0.5611800086831723	0.3923392203815372	0.3426097125181119	0.443484413014219	0.0843656896207262	0.0713173412561904	0.100254802520975	BDPN(p)
23	BDPN(lambda)		0.784731311251731	0.784731311251731	0.784731311251731	0.1685789049419233	0.1460359418991988	0.1938768112366776	24.48229406055842	12.340265524419642	48.15220910897713	4.654979290096092	4.654979290096092	4.654979290096092	5.931940300267741	5.157914418033402	6.847629336963151	0.3882613661093553	0.3435882715081174	0.4383309563832417	0.0352095026177588	0.0202094375050891	0.0542002626828084	0.0408458454720966	0.0207674791770574	0.081035533475446	BDPN(lambda)
23	BDPN(psi)		0.7802772859136407	0.7480769244290499	0.8131235982622936	0.1666994723800266	0.1666994723800266	0.1666994723800266	24.53932749834401	12.354409410901855	48.250218384458826	4.680742384923893	4.487578237342291	4.877781474968359	5.998819226735695	5.998819226735695	5.998819226735695	0.396441209568368	0.3508245173024856	0.4474621775705537	0.0352004526115816	0.0202043557145111	0.0541913908154857	0.0407509130014864	0.020725294796222	0.0809427603328066	BDPN(psi)
23	BDPN(p)		0.7864788344857956	0.7542139873416953	0.8193845007443659	0.1719082938011754	0.1490009077423753	0.1976232766428593	24.53544333855636	12.361064411404064	48.24447171732191	4.574990636550765	4.387304246146489	4.766404706988973	5.817055000013981	5.060132677625719	6.71136850876784	0.3799718012139167	0.3799718012139167	0.3799718012139167	0.0351361278699057	0.020168235864449	0.054069441675437	0.0407573642017115	0.0207277635012625	0.0808991820378688	BDPN(p)
23	real	749.0	0.784731311251731			0.16669947238002666			14.400350675332568			4.707461277758397			5.998819226735695			0.3799718012139167			0.0335754915201983			0.0694427533430123			
24	BDPN(lambda)		0.4648157639836047	0.4648157639836047	0.4648157639836047	0.0998322915682187	0.0859822585213053	0.1151789553523007	82.60233371312655	73.82745448169976	92.12618292656012	4.655966087545735	4.655966087545735	4.655966087545735	10.016799016545324	8.682141602528645	11.63030626547467	0.999999	0.8705510704956054	0.999999	0.6399377361302592	0.5964553401472734	0.6822642738629936	0.0121061954916787	0.0108546774460108	0.013545096563608	BDPN(lambda)
24	BDPN(p)		0.4595877691508897	0.4351525199767731	0.4848783122893934	0.1625861289074716	0.1426640109635572	0.1840105148298235	82.87463906136011	74.09011678124685	92.39848568118435	2.8267341884524657	2.676443082204264	2.9822858539509207	6.150586195265796	5.434472051365212	7.009476273980861	0.515902637076532	0.515902637076532	0.515902637076532	0.6227295865195082	0.5795075406793151	0.6649605499181421	0.0120664175594128	0.0108226881926446	0.0134970768497035	BDPN(p)
24	BDPN(psi)		0.4499824517095787	0.4254013201676175	0.4753923935309361	0.1857182937351303	0.1857182937351303	0.1857182937351303	83.06960268354504	74.23938081167435	92.65071902682791	2.422930141450359	2.2905730588625843	2.559749952306454	5.384499178234915	5.384499178234915	5.384499178234915	0.5745791024499396	0.4947247364411314	0.6662635298333175	0.6282829494580853	0.5848279843924771	0.6707090367696928	0.0120380977842101	0.0107932243862073	0.0134699399303549	BDPN(psi)
24	real	853.0	0.46481576398360475			0.18571829373513038			86.62117561441693			2.502800099200354			5.384499178234915			0.515902637076532			0.7185545240399303			0.011544521220208			
25	BDPN(lambda)		0.3015326157794895	0.3015326157794895	0.3015326157794895	0.066884414202171	0.0557213811317837	0.0796687553761271	20.02346022982699	16.53993832521751	24.08231556668909	4.508264285129997	4.508264285129997	4.508264285129997	14.95116630576006	12.551972166238356	17.946432405093343	0.999999	0.9195437277526856	0.999999	0.4482674298277411	0.3934782616353414	0.5040669422652067	0.0499414181426244	0.0415242461727065	0.0604597175840345	BDPN(lambda)
25	real	528.0	0.3015326157794895			0.07050524172457168			20.5853884192033			4.27674040119492			14.183342621623712			0.8846129414155692			0.4435316078714549			0.0485781458010838			
25	BDPN(p)		0.3052980621787873	0.2843849995559044	0.3270769087739718	0.0729125512500386	0.0608686034576738	0.0866504201346579	20.03942701626045	16.55251567450272	24.102240329938034	4.187181177241077	3.900357272929104	4.48587936050034	13.715059792253111	11.540624943837122	16.428831009657873	0.8846129414155692	0.8846129414155692	0.8846129414155692	0.4448580343721619	0.390323963132467	0.5004602270354482	0.0499016263882483	0.041489919041172	0.0604137775589233	BDPN(p)
25	BDPN(psi)		0.2970917425843528	0.2763812239685284	0.3187515940848385	0.0705052417245716	0.0705052417245716	0.0705052417245716	20.083962681424065	16.588841971234515	24.158649938500005	4.213753975129112	3.9200095937293575	4.52096307009399	14.183342621623712	14.183342621623712	14.183342621623712	0.999999	0.913324373626709	0.999999	0.4496512518763103	0.3946925688614326	0.5056467167275182	0.0497909708289248	0.0413930415211806	0.0602814832846093	BDPN(psi)
26	BDPN(lambda)		0.2287062270203024	0.2287062270203024	0.2287062270203024	0.0546672610578349	0.045941090192474	0.0645312904992091	12.309002640981983	10.34859789293678	14.550086415626652	4.183605005898211	4.183605005898211	4.183605005898211	18.292484032482545	15.496358313371326	21.767006307652167	0.999999	0.89289806350708	0.999999	0.4276472279245591	0.3741340410724493	0.482388147531628	0.0812413506737392	0.0687281141454946	0.0966314480807616	BDPN(lambda)
26	BDPN(p)		0.2293101137869923	0.2136751072153977	0.2456082459493176	0.0649238469042621	0.0549045330095999	0.0761585929941294	12.320656088895872	10.359147124973996	14.56243832074895	3.53198592999483	3.29116522516737	3.7830205334489184	15.402660927880902	13.130494678086867	18.213432392279007	0.8056931104816791	0.8056931104816791	0.8056931104816791	0.4232975441063777	0.3701752761374296	0.4777504952945756	0.0811645088366082	0.0686698187469864	0.0965330434963303	BDPN(p)
26	BDPN(psi)		0.220435490180723	0.204926072600811	0.2366145840044191	0.0708670320330557	0.0708670320330557	0.0708670320330557	12.395837452646497	10.412428938762467	14.667072227283915	3.110550616510955	2.891698251243596	3.3388527389442664	14.11093383357092	14.11093383357092	14.11093383357092	0.9048062505937192	0.7587045138568134	0.9999525191653288	0.4283989003468329	0.3743740515542126	0.4836261316548752	0.0806722420990202	0.0681799328798411	0.0960390707952194	BDPN(psi)
26	real	537.0	0.22870622702030247			0.07086703203305571			13.127616595732757			3.2272584368091377			14.11093383357092			0.8056931104816791			0.4065614224290869			0.0761752899094462			
27	BDPN(p)		0.4379578274836953	0.4122748204117471	0.4646192243371542	0.080961119459222	0.0670225844753635	0.0970232707111523	25.205634059985844	22.504066189588343	28.1680964972114	5.409483347179791	5.092256914992376	5.738794466289101	12.351607866584326	10.306805704139748	14.920343759163528	0.6989047280913356	0.6989047280913356	0.6989047280913356	0.8220332306294794	0.7779097101479574	0.8617018701400472	0.0396736696890917	0.0355011564270591	0.044436413916284	BDPN(p)
27	real	694.0	0.4148034519628646			0.09969324031639404			25.33830565020554			4.160798170933283			10.03077035941779			0.6989047280913356			0.8446392605765479			0.0394659380072593			
27	BDPN(lambda)		0.4148034519628646	0.4148034519628646	0.4148034519628646	0.0649349245557886	0.0536027089240741	0.0780768953004662	25.18108466460497	22.479074389277905	28.1451769480241	6.387986970039323	6.387986970039323	6.387986970039323	15.400033292421128	12.807886329901606	18.655773562049912	0.999999	0.9314336694641114	0.999999	0.8303948445361021	0.7867837813910916	0.8694418949761547	0.0397123481104695	0.0355300661938174	0.0444858174621718	BDPN(lambda)
27	BDPN(psi)		0.4132463286818635	0.38760674073467	0.4399679646804455	0.099693240316394	0.099693240316394	0.099693240316394	25.327611897729657	22.591521623133616	28.330236242381517	4.145179024880259	3.887994206071865	4.413217619209986	10.03077035941779	10.03077035941779	10.03077035941779	0.8707710748180357	0.7175365650852317	0.9999674502135788	0.8336474663578937	0.7899161953129127	0.8725954938878693	0.0394826012036941	0.0352979760367835	0.0442643933720694	BDPN(psi)
28	BDPN(lambda)		0.5745667364643262	0.5745667364643262	0.5745667364643262	0.0988905580081795	0.0847901114200872	0.1148928225009996	14.5220129173614	12.398235011890986	16.95191464227832	5.810127357323662	5.810127357323662	5.810127357323662	10.11218886961167	8.703763892573	11.793828115705184	0.999999	0.9272264593200684	0.999999	0.4039374129808645	0.3584397192543875	0.4504683437546362	0.0688609771724192	0.0589903866968504	0.080656641775294	BDPN(lambda)
28	BDPN(p)		0.593702515004998	0.5622658398622158	0.6261379756309196	0.119935050087653	0.1029484767719116	0.1390360475842846	14.528429200963572	12.403491207792843	16.96007711474676	4.9502002506448095	4.688086088689592	5.220642132331744	8.337846186491458	7.192379367615388	9.713596853070092	0.7710274013454871	0.7710274013454871	0.7710274013454871	0.3974122343857553	0.3523609904632531	0.443569851014532	0.0688305656563117	0.0589619960589979	0.0806224621154826	BDPN(p)
28	real	784.0	0.5745667364643262			0.12658634999445123			13.653485302673047			4.5389312235443375			7.899745905019253			0.7710274013454871			0.4348804431387794			0.0732413722820079			
28	BDPN(psi)		0.5552324203823477	0.5242801093075278	0.5872521286923582	0.1265863499944512	0.1265863499944512	0.1265863499944512	14.78738821671192	12.603702023544098	17.295519236217693	4.386195039249379	4.141679646585189	4.639142598851296	7.899745905019253	7.899745905019253	7.899745905019253	0.9613725618893212	0.8281079732995158	0.9999612788690324	0.4042419263526214	0.3580699382033588	0.4514763281267879	0.0676251942090661	0.0578184433980998	0.0793417678497928	BDPN(psi)
29	BDPN(lambda)		0.4799935674602638	0.4799935674602638	0.4799935674602638	0.0902922209201983	0.0753375179047549	0.1073674097524042	25.14748425198129	22.2438933560492	28.33276018411913	5.316001340630328	5.316001340630328	5.316001340630328	11.075151212459552	9.313813216748557	13.273598969164937	0.999999	0.9414334153137208	0.999999	0.7305397637851435	0.6806243539216703	0.7774122505534748	0.0397654091351588	0.0352948316190002	0.044956158708073	BDPN(lambda)
29	real	662.0	0.47999356746026384			0.1211425740462928			25.621493209699047			3.962220311389797			8.254736271476823			0.890108907356091			0.68876943923276			0.0390297314764406			
29	BDPN(psi)		0.4595733387065051	0.4295410393637268	0.490881184669179	0.1211425740462928	0.1211425740462928	0.1211425740462928	25.253139005004275	22.329160476569903	28.46658639703197	3.7936567084242903	3.545747997723609	4.052094720074185	8.254736271476823	8.254736271476823	8.254736271476823	0.999999	0.8863128650207518	0.999999	0.7386231909163069	0.6885148772267409	0.7854296254775589	0.0395990375613041	0.035128904676265	0.0447844871305979	BDPN(psi)
29	BDPN(p)		0.4804805794773076	0.4503081870553652	0.5119069225901536	0.0980379262030361	0.0820702596354466	0.1162453599878515	25.153162502882267	22.24920379960378	28.33867124172009	4.900966371751219	4.593203921131287	5.22151928764789	10.200134159600688	8.602493898289854	12.18468181338729	0.890108907356091	0.890108907356091	0.890108907356091	0.7283193689715177	0.6783783112265862	0.7752464536767547	0.0397564322134606	0.0352874696018846	0.0449454285648553	BDPN(p)
30	real	505.0	0.2164202034928838			0.10549056329900153			6.966119120611241			2.0515598431251547			9.479520904306945			0.1939411273468689			0.1729184553487773			0.1435519523404669			
30	BDPN(lambda)		0.2164202034928838	0.2164202034928838	0.2164202034928838	0.0932474326361545	0.0809507777974484	0.10609103584054	9.072192450283262	6.417384845357222	12.641686664708484	2.3209239908764188	2.3209239908764188	2.3209239908764188	10.724155847828383	9.425867059145776	12.353185814991887	0.2091405176746494	0.1788798540332301	0.243943310994753	0.1378356762400179	0.1043951215729627	0.1758552686116357	0.1102269385796348	0.0791033686028366	0.1558267151024095	BDPN(lambda)
30	BDPN(psi)		0.2214701236883438	0.2107318937870194	0.2325243365739653	0.1054905632990015	0.1054905632990015	0.1054905632990015	9.206650000699725	6.504204011267017	12.83830894469213	2.0994306671831	1.9976373923582411	2.204219309313008	9.479520904306945	9.479520904306945	9.479520904306945	0.186664303343608	0.1600566504962696	0.217194139674399	0.1350744054283766	0.1019486001809359	0.1727670421791175	0.1086171408627457	0.0778918784637473	0.1537467149350993	BDPN(psi)
30	BDPN(p)		0.2166744152357557	0.2060118007129919	0.227609497685955	0.0962995517224938	0.0839683108990266	0.1091431157230171	9.008879041542556	6.377274242205187	12.548571428064497	2.2500044014757807	2.1392809938166235	2.3635571881150264	10.384264330551584	9.162281957735155	11.909254685407664	0.1939411273468689	0.1939411273468689	0.1939411273468689	0.1381398437941066	0.1046919180249874	0.1760934193069577	0.1110016013522559	0.079690346087008	0.1568068052306641	BDPN(p)
31	real	605.0	0.7632555405002416			0.1640707498605622			19.374098877970567			4.651990322156173			6.094931612428565			0.299556308989792			0.3113573250792263			0.0516153038290238			
31	BDPN(lambda)		0.7632555405002416	0.7632555405002416	0.7632555405002416	0.0486166030041897	0.0409440058404286	0.0589575061086963	17.890657458691777	14.095356364988756	21.13556008481575	15.69948316698444	15.69948316698444	15.69948316698444	20.569104754477014	16.96136872133568	24.4235994860226	0.9634685039935936	0.822041323612455	0.9999633256874938	0.3142986110723423	0.2708911496994043	0.3617167348916195	0.0558950950969201	0.0473136267024417	0.0709453506605824	BDPN(lambda)
31	BDPN(p)		0.7974008507965442	0.7596320848621622	0.8360236405101807	0.154102773187665	0.1280498842931819	0.1843474689013404	17.544298832716116	14.30498823739907	21.30817298233317	5.174474373835418	4.92938620862513	5.425104449561583	6.489175887718833	5.42453881227511	7.809456490490911	0.299556308989792	0.299556308989792	0.299556308989792	0.306455687176931	0.2627179526727147	0.3524689672696237	0.0569985731282248	0.0469303492528012	0.0699056848844931	BDPN(p)
31	BDPN(psi)		0.7701799990942285	0.7324815408866683	0.8087442822536387	0.1640707498605622	0.1640707498605622	0.1640707498605622	17.839637596211254	14.550284934599086	21.662997802395974	4.694194423739616	4.464424899070541	4.929241092278552	6.094931612428565	6.094931612428565	6.094931612428565	0.343470652368303	0.2930114144033932	0.4020148366877555	0.3054848364092564	0.2614029252787171	0.3518168664876672	0.056054950365829	0.0461616628096319	0.0687271764432669	BDPN(psi)
32	BDPN(lambda)		0.2660138399096216	0.2660138399096216	0.2660138399096216	0.0874814507727475	0.0833854054968898	0.0916832106212063	35.21310142468432	32.50594546416991	38.10429054625719	3.0408027937333992	3.0408027937333992	3.0408027937333992	11.430994698495814	10.907122397049864	11.992506291011535	0.999999	0.9519209536437988	0.999999	0.2660387304426357	0.2509297110192091	0.2814938264507711	0.028398520991934	0.0262437637773635	0.0307636029569502	BDPN(lambda)
32	real	5019.0	0.26601383990962163			0.11091942159276216			36.99317994076009			2.398262054469457			9.015553684290516			0.7126454436823231			0.2795290934996347			0.0270320097272355			
32	BDPN(p)		0.2616611261382987	0.2557109759200539	0.2677094145668256	0.1130469555843702	0.1081503723203071	0.1180829786964439	35.504198869774626	32.776017267171696	38.41401293987518	2.314623377389525	2.261989052232453	2.3681258215487837	8.845881738528293	8.468621058168772	9.246385181535173	0.7126454436823231	0.7126454436823231	0.7126454436823231	0.2568177366875009	0.242109465938012	0.2718319577663849	0.0281656827032736	0.0260321670002345	0.0305101132894994	BDPN(p)
32	BDPN(psi)		0.2425341151772774	0.2367257386282144	0.2484633389445305	0.1109194215927621	0.1109194215927621	0.1109194215927621	35.71574433113302	32.966674693401075	38.656173921777096	2.186579335652644	2.134213605055993	2.240034570832486	9.015553684290516	9.015553684290516	9.015553684290516	0.9101183818475088	0.8648122808478451	0.9576480251381084	0.2662956947352461	0.2511072571338265	0.2818349432049037	0.027998856491094	0.0258690889073387	0.0303336629884654	BDPN(psi)
33	real	596.0	0.2607543631432038			0.07128786063829769			8.921168584151474			3.6577667054174414			14.027633752032868			0.8350433288383159			0.3151892771350176			0.1120929383373057			
33	BDPN(lambda)		0.2607543631432039	0.2607543631432039	0.2607543631432039	0.0572085032855067	0.0483984790889014	0.0671321088935052	8.606830903432185	6.8610038486663925	10.741869529663582	4.5579651304959725	4.5579651304959725	4.5579651304959725	17.47991893808803	14.89600157781943	20.661806296911443	0.999999	0.8781423409729002	0.999999	0.3133106013751142	0.265846404754995	0.3632279526179267	0.116186783639635	0.0930936646771317	0.1457512664410434	BDPN(lambda)
33	BDPN(psi)		0.2362773433885638	0.2205672961676722	0.2526349525335638	0.0712878606382976	0.0712878606382976	0.0712878606382976	8.854960185458038	7.044543109877741	11.072768842801713	3.3144120369580787	3.094037248316269	3.5438705871030414	14.027633752032868	14.027633752032868	14.027633752032868	0.999999	0.8599720710754394	0.999999	0.3159282116243374	0.2674511028769876	0.3668243475514572	0.1129310554825801	0.0903116478088576	0.1419538477375228	BDPN(psi)
33	BDPN(p)		0.2502364536044852	0.234324507164648	0.2667726035464139	0.0687307871507718	0.0586439267596657	0.0800250910159563	8.661719517226402	6.898546302522504	10.81526790210922	3.6408204238306174	3.409309232129412	3.881413477212272	14.54952054901309	12.496080757978874	17.052064131008756	0.8350433288383159	0.8350433288383159	0.8350433288383159	0.3111105894703712	0.2638293240591781	0.3608514946007758	0.1154505174187646	0.0924618797288394	0.1449580761144333	BDPN(p)
34	BDPN(psi)		0.2693058276293503	0.2568272484878973	0.2821471693986966	0.1904372270443411	0.1904372270443411	0.1904372270443411	50.43449877979229	28.944699990948	84.22304023788797	1.4141448697246863	1.3486189253748064	1.481575707532235	5.251074149316202	5.251074149316202	5.251074149316202	0.2459479106818403	0.2180504008348973	0.2768297637660984	0.0518620524292585	0.034725911718229	0.0730134229332322	0.0198276977900823	0.0118732356036483	0.0345486393126456	BDPN(psi)
34	BDPN(p)		0.2596569715009394	0.24724825692576	0.2723792588718944	0.1798061552080809	0.1664044243367721	0.1936021494227986	49.92853601402452	28.6459486408588	83.42653643331299	1.4440938976780358	1.375082274795497	1.5148494697341324	5.561544869488748	5.165231909776719	6.009455601830532	0.2673683258308419	0.2673683258308419	0.2673683258308419	0.0524926402516912	0.0351691885263908	0.0738034369782081	0.0200286265096799	0.0119865937476542	0.03490895039076	BDPN(p)
34	BDPN(lambda)		0.2627157739383718	0.2627157739383718	0.2627157739383718	0.1822552595507299	0.1687584689835979	0.1961108137530573	50.10489567828117	28.759363950107183	83.72581860980351	1.4414715634872866	1.4414715634872866	1.4414715634872866	5.486810106139377	5.099157873360312	5.925628538957607	0.262886018982721	0.2330594008539516	0.2959535263708863	0.052300885027989	0.0350419447036313	0.0735581517059806	0.0199581295692322	0.0119437470615893	0.034771283597747	BDPN(lambda)
34	real	667.0	0.26271577393837187			0.19043722704434113			38.332650887574395			1.3795400091453838			5.251074149316202			0.2673683258308419			0.0632780882225957			0.0260874209543424			
35	BDPN(p)		0.5196731560433248	0.4927961107869293	0.5473451256847133	0.1275051090172489	0.1075224904786356	0.1499433964140646	11.508412183565916	9.391421293197835	14.022372126398375	4.075704574104739	3.864912665736899	4.2927309337123765	7.842822987310414	6.669183331278739	9.30037981401386	0.4134485927598641	0.4134485927598641	0.4134485927598641	0.2920966593523693	0.2483539850771292	0.3381984536316065	0.0868929600408305	0.0713146100378701	0.1064801555355945	BDPN(p)
35	BDPN(psi)		0.529319114791714	0.5020712112273221	0.5572886828461281	0.1601932877608526	0.1601932877608526	0.1601932877608526	11.798036783888737	9.609493491369824	14.4108314407613	3.3042527698283912	3.1341588542514205	3.478851646256778	6.242458806968663	6.242458806968663	6.242458806968663	0.3689207518445765	0.3161489154899162	0.4297406098668795	0.2846432563552925	0.241051110389556	0.330706507670305	0.0847598645704841	0.0693922487478052	0.1040637574600668	BDPN(psi)
35	real	626.0	0.5096690807626489			0.16019328776085268			9.968736629470515			3.1815882418464208			6.242458806968663			0.4134485927598641			0.3117704910376418			0.1003136141688914			
35	BDPN(lambda)		0.5096690807626489	0.5096690807626489	0.5096690807626489	0.0758353590409434	0.0633018980296916	0.0904075895143852	11.33810612426782	9.258500697130282	13.804918824479266	6.720731426714535	6.720731426714535	6.720731426714535	13.186460941789708	11.061018277020702	15.797314632350377	0.7254542813446917	0.6151324166013441	0.8541806319739689	0.3000952856147442	0.2556618185013233	0.3467868603109774	0.0881981513525987	0.0724379485829914	0.1080088485935908	BDPN(lambda)
36	BDPN(p)		0.2942772863426332	0.2784176869957354	0.310633946523017	0.0593772498036758	0.0498852458072774	0.0701352493672751	4.299789569789494	3.853584185748768	4.78515206335088	4.956061240889864	4.688962320018051	5.2315313954434215	16.84146711588001	14.258165601769385	20.046007267626155	0.5693999057317142	0.5693999057317142	0.5693999057317142	0.7723922014922875	0.7271463576425508	0.8143183073209177	0.2325695208495882	0.2089797746782019	0.259498677542371	BDPN(p)
36	BDPN(psi)		0.2740362965057674	0.2584047018938038	0.2902741112367216	0.0599158334331903	0.0599158334331903	0.0599158334331903	4.323253777794344	3.8721066683124974	4.815193697214205	4.573687467960099	4.312794917255722	4.844697880409095	16.690079110975873	16.690079110975873	16.690079110975873	0.8233025439376349	0.6880171125909618	0.9844258992581753	0.7832343962849949	0.7374480934262725	0.8254389303335096	0.2313072633247508	0.2076759654712421	0.2582573481726447	BDPN(psi)
36	real	801.0	0.295915491780443			0.059915833433190346			3.8945960604460783			4.938852967978924			16.690079110975873			0.5693999057317142			0.8844402442591567			0.2567660379868669			
36	BDPN(lambda)		0.295915491780443	0.295915491780443	0.295915491780443	0.0371900928709916	0.0307932112209433	0.0446105951660946	4.295315511789329	3.849738340766266	4.780154140824226	7.9568365910496945	7.9568365910496945	7.9568365910496945	26.8888814951038	22.41619947630804	32.47469037330772	0.999999	0.894849233428955	0.999999	0.7789610292995172	0.7338047219958159	0.8206484883732778	0.232811768368425	0.2091982748965441	0.2597579137809548	BDPN(lambda)
37	BDPN(p)		0.1978171790782858	0.1871978928047747	0.2087524677786064	0.081724616776577	0.0719887865305738	0.0920651774976757	8.545788079495843	7.29939065447844	9.959523666174167	2.420533578261842	2.290593705890919	2.5543401243386024	12.23621522427999	10.861870113977082	13.89105231792311	0.4224611072120503	0.4224611072120503	0.4224611072120503	0.4239096013883308	0.3785572961124948	0.4701472453809056	0.1170167093657902	0.1004064083301825	0.1369977368434807	BDPN(p)
37	real	742.0	0.20185226585574403			0.09154931747659398			7.754764024111495			2.204847304376144			10.923074333740017			0.4224611072120503			0.4850130228912411			0.1289529890130442			
37	BDPN(psi)		0.198888512520921	0.1882114223678147	0.2099429750837758	0.0915493174765939	0.0915493174765939	0.0915493174765939	8.648293448869218	7.3845029115573695	10.081702909871408	2.1724740063930024	2.0558473569825786	2.293222722686611	10.923074333740017	10.923074333740017	10.923074333740017	0.4250330750860595	0.3678103499264357	0.4901308406326513	0.4210144243240505	0.375562423937909	0.4674137619621439	0.1156297489108388	0.0991895921690827	0.1354187291923083	BDPN(psi)
37	BDPN(lambda)		0.201852265855744	0.201852265855744	0.201852265855744	0.0725432230092006	0.0634256540612507	0.0823474757910576	8.556286764160443	7.307705217288305	9.972583451162649	2.7825103087871232	2.7825103087871232	2.7825103087871232	13.784885183184793	12.143663061844496	15.76649093810354	0.5108086300398699	0.4394590701838261	0.5925891734554458	0.4272341502818821	0.3815773550093783	0.4737643025630598	0.1168731282112564	0.1002749192220011	0.1368418635215657	BDPN(lambda)
38	BDPN(p)		0.4215965492657829	0.3965671525657013	0.447424269305621	0.1427326078442746	0.1226976518037876	0.1646937844205319	67.03863589945355	54.11054811082983	82.28988321256918	2.9537507625850763	2.7783921176467774	3.1347025466932803	7.006107539848417	6.071874561134515	8.150115224691941	0.5149061498189069	0.5149061498189069	0.5149061498189069	0.2664114206110513	0.2247788918652992	0.3109621799794597	0.0149167713003562	0.0121521621001311	0.0184806850958483	BDPN(p)
38	BDPN(psi)		0.4115250530903011	0.3865938746341946	0.4372934532476656	0.1464807054504095	0.1464807054504095	0.1464807054504095	67.43255755356506	54.43158945255079	82.7983438105791	2.8094147404937324	2.639213631894164	2.98533142575361	6.826837684356634	6.826837684356634	6.826837684356634	0.5616986455064823	0.4822001742228178	0.6529487986545162	0.2680580204049498	0.2261672054366441	0.3128661748564779	0.0148296318021995	0.0120775362643453	0.0183716847157609	BDPN(psi)
38	BDPN(lambda)		0.4188785917420199	0.4188785917420199	0.4188785917420199	0.1157783403093271	0.0987129083639217	0.1348198194689368	67.04521666647996	54.13683156672343	82.2694573353411	3.617935709070404	3.617935709070404	3.617935709070404	8.637194118764198	7.41730706908716	10.130387368522578	0.6674859489885814	0.5703849992671616	0.7794736818670609	0.2697200271099225	0.2276997201363128	0.314604727164873	0.0149153071571765	0.012155179241354	0.0184717127149841	BDPN(lambda)
38	real	569.0	0.41887859174202			0.14648070545040953			65.66248501926712			2.8596161552746597			6.826837684356634			0.5149061498189069			0.2549059274408955			0.0152293962025131			
39	BDPN(psi)		0.2055486459488502	0.1922150306001337	0.219463469742689	0.0769415406863854	0.0769415406863854	0.0769415406863854	20.910291323148414	18.3697722270272	23.700358999026683	2.6714911621885618	2.498195758564341	2.852340462445697	12.996880372801622	12.996880372801622	12.996880372801622	0.999999	0.9082025525817872	0.999999	0.5542184472800702	0.5057645610589458	0.6021866549488468	0.0478233413655488	0.0421934536958308	0.0544372563601367	BDPN(psi)
