	type	sampled_tips	lambda	lambda_min	lambda_max	psi	psi_min	psi_max	psi_p	psi_p_min	psi_p_max	R_naught	R_naught_min	R_naught_max	infectious_time	infectious_time_min	infectious_time_max	p	p_min	p_max	pn	pn_min	pn_max	partner_removal_time	partner_removal_time_min	partner_removal_time_max	type_max
2	BDPN(lambda)		0.4452707125314855	0.4452707125314855	0.4452707125314855	0.1039098908928164	0.0861468799403698	0.1239647697429018	65.71586079101982	57.88604983999018	74.2722902765039	4.285161967793657	4.285161967793657	4.285161967793657	9.623722933474204	8.066808030006923	11.608081461478251	0.999999	0.9270435371398926	0.999999	0.847855325323835	0.7995012508096475	0.889791411434526	0.0152170265741486	0.013463971506428	0.0172753194036252	BDPN(lambda)
2	real	525.0	0.44527071253148554			0.14761209626469005			71.33142471678862			3.016492034182958			6.774512558963013			0.6502420905626694			0.8468211455363976			0.014019066687233			
3	BDPN(psi)		0.160237584390579	0.1483025408339609	0.1727823516504442	0.1150916618170136	0.1150916618170136	0.1150916618170136	33.93882472288839	29.51975082041085	38.827869474911495	1.392260584831451	1.2885602526944993	1.5012586396150405	8.688726743644718	8.688726743644718	8.688726743644718	0.5890243139533238	0.4934488288423801	0.7018266310402319	0.6855904093783943	0.6307279089197864	0.7375184883714403	0.0294647798845432	0.0257546966527778	0.033875624698992	BDPN(psi)
3	real	535.0	0.17085940150351178			0.11509166181701364			33.22631968622047			1.4845506512466935			8.688726743644718			0.5118853834749383			0.7920400330824592			0.0300966224801213			
3	BDPN(lambda)		0.1708594015035118	0.1708594015035118	0.1708594015035118	0.0707134860780503	0.0623737379876585	0.0797429512114108	33.70077358701432	29.33403656765205	38.53580461399677	2.4162208792100146	2.4162208792100146	2.4162208792100146	14.141574054152075	12.540293340145457	16.03238850616686	0.999999	0.9080806044616698	0.999999	0.7200665099464352	0.6670932874424466	0.7693759073032824	0.0296729093597223	0.0259498928338656	0.0340900918185513	BDPN(lambda)
3	BDPN(p)		0.1617833002767762	0.1498894184447784	0.1742684531411485	0.1026703471939512	0.0920962339359866	0.1138450706587919	33.821034852549	29.430973870941425	38.67981322049111	1.575754876635964	1.4599095312459316	1.6973591490047617	9.739910571364211	8.783867357745562	10.858207304058393	0.5118853834749383	0.5118853834749383	0.5118853834749383	0.680431339439546	0.6256505289293142	0.7324313017841609	0.0295673980515304	0.0258532789261308	0.0339778086985883	BDPN(p)
4	BDPN(psi)		0.2401183671480847	0.2251442799475271	0.2557012391244001	0.1016213987419757	0.1016213987419757	0.1016213987419757	37.997066507058165	34.184762806539965	42.11289023040096	2.362872093089007	2.21552037990724	2.5162145206606	9.84044711428421	9.84044711428421	9.84044711428421	0.999999	0.9678961573791504	0.999999	0.742366010716697	0.7003293271256441	0.78183493180441	0.0263178211353301	0.0237456986335767	0.0292527991391734	BDPN(psi)
4	BDPN(p)		0.2468565107354036	0.2317605848443016	0.2625584575488333	0.1042641407638492	0.0932973680020634	0.1160348307181419	37.99215627862508	34.18280896270841	42.10448769520955	2.367607011642822	2.222821606224355	2.518204778990212	9.59102518539838	8.618101942416594	10.71841597908617	0.8618970452240942	0.8618970452240942	0.8618970452240942	0.7336393161549557	0.691203115530502	0.7735997716536811	0.0263212225351529	0.0237504374174768	0.0292544711902098	BDPN(p)
4	real	864.0	0.24572576706512247			0.10162139874197572			39.29880133100174			2.4180514154212585			9.84044711428421			0.8618970452240942			0.7507831373579676			0.0254460687382627			
4	BDPN(lambda)		0.2457257670651224	0.2457257670651224	0.2457257670651224	0.0960173515856205	0.0856712239471471	0.1071325504817859	37.97594049445201	34.16850884995249	42.08594375970678	2.559180846037022	2.559180846037022	2.559180846037022	10.414784239370327	9.334231244406096	11.67253079770316	0.999999	0.9705790160217286	0.999999	0.7409977682930038	0.6989483345600457	0.7804866035471589	0.0263324617370856	0.023760902350428	0.0292667146930935	BDPN(lambda)
5	BDPN(p)		0.2045567752076953	0.1929277992803026	0.2165646543343512	0.0526798844996658	0.0440749818559226	0.0623651290312239	23.88176956918269	21.02466593149396	27.0279349190871	3.883014876560579	3.662266937611197	4.110955374925415	18.982577685916223	16.034601636105606	22.6886083190894	0.4719479360976953	0.4719479360976953	0.4719479360976953	0.6017122423562808	0.5523250725287717	0.6500881363816104	0.0418729440087392	0.03699875713752	0.0475631814202596	BDPN(p)
5	BDPN(psi)		0.1994167538103992	0.1877423305515353	0.2114842874290492	0.0583098207121884	0.0583098207121884	0.0583098207121884	23.945972849929888	21.071414227236662	27.11576974226753	3.4199514142686303	3.219737743290501	3.626906837407628	17.14976976067036	17.14976976067036	17.14976976067036	0.5267802065871012	0.4404873003668427	0.6287082535813711	0.6058785828314024	0.5562227177246986	0.6544219789401811	0.0417606754282663	0.0368789088233486	0.0474576594250333	BDPN(psi)
5	BDPN(lambda)		0.2059408516558504	0.2059408516558504	0.2059408516558504	0.02713388005366	0.0222082561763588	0.0329451752319956	23.838250072570435	20.987535237307817	26.97743080659629	7.58980474773903	7.58980474773903	7.58980474773903	36.85429426320145	30.35345822136716	45.02829902802179	0.999999	0.8205828282775879	0.999999	0.6112474657549032	0.5615978153733551	0.65969904247173	0.0419493879355957	0.0370680220503239	0.0476473291738604	BDPN(lambda)
5	real	642.0	0.20594085165585044			0.058309820712188466			23.835104014159214			3.531838190214204			17.14976976067036			0.4719479360976953			0.605248094927486			0.0419549249462453			
6	real	910.0	0.2681941074785155			0.06370127734213932			17.286051351491313			4.210184138664065			15.698272338072655			0.2616311052142215			0.0647125226516203			0.0578501116111591			
6	BDPN(p)		0.2649699939043004	0.2556575759064559	0.2744744156919183	0.0635797187551891	0.055726697407492	0.0722516431764352	15.250518844034715	10.977414534161465	21.02509640129108	4.167523843956522	4.021055470390706	4.317012108039826	15.728285994004713	13.840515675997084	17.94472033193837	0.2616311052142215	0.2616311052142215	0.2616311052142215	0.0668158243513039	0.049558452438877	0.0868931601310991	0.0655715395801863	0.047562207607219	0.091096131688206	BDPN(p)
6	BDPN(lambda)		0.2681941074785155	0.2681941074785155	0.2681941074785155	0.0640248867597803	0.0559929065623669	0.0728756098061019	15.279944650893286	10.997895450408713	21.07198406967654	4.188904050463576	4.188904050463576	4.188904050463576	15.618926492630491	13.722012106117138	17.859405081716275	0.2575242856979985	0.2300619079444408	0.2880226672119907	0.0665471797220366	0.0492962374026139	0.0866302953621722	0.065445263241941	0.0474563760438221	0.0909264872092266	BDPN(lambda)
6	BDPN(psi)		0.2628369455991749	0.2535358529271339	0.2722817986870842	0.0637012773421393	0.0637012773421393	0.0637012773421393	15.302384896897108	11.005057630664204	21.124924533287043	4.1260859525230345	3.9800748667156833	4.2743538284901215	15.698272338072655	15.698272338072655	15.698272338072655	0.2707509362253228	0.242070142102733	0.3025754214303334	0.0667014491836264	0.0494099056728966	0.0868382096947096	0.0653492907633483	0.0473374472142741	0.0908673115180811	BDPN(psi)
7	BDPN(p)		0.3752287061362048	0.350697356625079	0.400849086278915	0.1903996790772014	0.1719498568233431	0.210035670132317	32.77491279771752	29.542079556737832	36.25724659792098	1.9707423245396367	1.841900985993163	2.1053033714220843	5.252109692866288	4.761096052732499	5.815648925066417	0.8189272507748462	0.8189272507748462	0.8189272507748462	0.8699719482439963	0.8330310936326717	0.902066027669123	0.0305111414383272	0.027580693346343	0.0338500205471122	BDPN(p)
7	BDPN(lambda)		0.3830312980445832	0.3830312980445832	0.3830312980445832	0.1721999742974794	0.1550214612515165	0.1905848407918924	32.75995567498668	29.52834788020536	36.24042694314848	2.224340041903188	2.224340041903188	2.224340041903188	5.807201795933355	5.2470070329042695	6.450719738588566	0.999999	0.976798370147705	0.999999	0.8779168838213667	0.8424045332100705	0.90846721807017	0.030525071826136	0.0275934939058177	0.0338657619470258	BDPN(lambda)
7	real	807.0	0.3830312980445833			0.19872076323068616			33.09130531865851			1.9274850388931888			5.0321867918710845			0.8189272507748462			0.896488998290931			0.030219418375018			
7	BDPN(psi)		0.3638369798906947	0.3395208785772192	0.3892491116489123	0.1987207632306861	0.1987207632306861	0.1987207632306861	32.79705652199864	29.55528323480524	36.29033292643996	1.83089564460022	1.708532480740749	1.95877423838721	5.0321867918710845	5.0321867918710845	5.0321867918710845	0.999999	0.969298560760498	0.999999	0.8788013831484638	0.8433603666108227	0.9092487336709812	0.0304905411047863	0.0275555476999063	0.0338348982161797	BDPN(psi)
8	real	632.0	0.4637911953339887			0.09421153180374674			11.198514122475919			4.9228707617249885			10.614411854411973			0.7344973821900117			0.4356621812026992			0.0892975611820639			
8	BDPN(psi)		0.42790594404473	0.4015109415229214	0.4552825586879886	0.0942115318037467	0.0942115318037467	0.0942115318037467	12.381102908608272	10.454079138913556	14.61508527495912	4.5419699250417285	4.261802497377009	4.832556588044801	10.614411854411973	10.614411854411973	10.614411854411973	0.9532615685366644	0.8058365521430333	0.9999533579770864	0.4315587901677671	0.379604766232118	0.4844684166322541	0.0807682487886216	0.0684224540046549	0.0956564405828599	BDPN(psi)
8	BDPN(lambda)		0.4637911953339887	0.4637911953339887	0.4637911953339887	0.0675836633758536	0.0564972233313389	0.0804871968427219	12.158005741920178	10.288246535137883	14.322373090615963	6.862474926147502	6.862474926147502	6.862474926147502	14.796475213820404	12.42433628237886	17.699984902537704	0.999999	0.8995442360534667	0.999999	0.427268338097992	0.3764564445246656	0.4790392188521957	0.0822503312818854	0.0698208316228824	0.0971982928854453	BDPN(lambda)
8	BDPN(p)		0.4611827267918926	0.4343593317670967	0.4889158929763584	0.0896354769210344	0.0753966722789346	0.1059954853432652	12.18396664172774	10.31002872620137	14.353805387694964	5.145091459692657	4.845841698926322	5.454490897695288	11.1562969747008	9.434364084107075	13.263184829967535	0.7344973821900117	0.7344973821900117	0.7344973821900117	0.4238596281489686	0.3732475840327499	0.4754463260557962	0.0820750769765892	0.0696679363409278	0.0969929402290269	BDPN(p)
9	BDPN(psi)		0.3286905851667522	0.306889880953388	0.3514222829968189	0.1580704841656041	0.1580704841656041	0.1580704841656041	40.98942465505811	34.92490653268612	47.9158523818355	2.07939253746067	1.9414749222370429	2.22319988992156	6.326291750661937	6.326291750661937	6.326291750661937	0.6506968574030866	0.5525523431164263	0.7650131469907728	0.4682908069467177	0.416638972756013	0.5206373227789286	0.0243965366290302	0.0208699198760177	0.0286328611664029	BDPN(psi)
9	BDPN(lambda)		0.3401704194515494	0.3401704194515494	0.3401704194515494	0.0944958266426285	0.0807544966526719	0.1096637752946647	40.513129211370135	34.54813606523494	47.279379244171054	3.5998459565630507	3.5998459565630507	3.5998459565630507	10.582477930817785	9.118781450966983	12.383211356031811	0.999999	0.8744838973693847	0.999999	0.4817530982426622	0.4296695564103426	0.5344190788594816	0.0246833562221934	0.0211508699138279	0.0289451216155848	BDPN(lambda)
9	real	599.0	0.34017041945154947			0.15807048416560415			43.68491408622188			2.1520173183955484			6.326291750661937			0.5227227406365039			0.4855591152625267			0.0228911975888582			
9	BDPN(p)		0.3463392601346995	0.3243761553336523	0.3691301406498576	0.1473079355573806	0.1283407691069487	0.1676599232971824	40.78436379433631	34.788768724809124	47.59438236760904	2.351124254265247	2.2020277054748263	2.505840158937473	6.788500539473461	5.964454595553339	7.79175632932885	0.5227227406365039	0.5227227406365039	0.5227227406365039	0.4586681496233029	0.408024084970773	0.5101117613198678	0.024519200668244	0.0210108830129616	0.0287449092524756	BDPN(p)
10	BDPN(p)		0.5244858687930447	0.496784315555522	0.5530513059326698	0.136670896616614	0.1192151928771229	0.1559503638992039	14.339095490036662	12.096252077010067	16.927436640533617	3.837582702514348	3.6348946838995992	4.046591627214361	7.316846708082822	6.412296675667484	8.38819261090922	0.8426584111247469	0.8426584111247469	0.8426584111247469	0.3263245664264651	0.2854604332657189	0.3687170432950145	0.0697394058568643	0.0590756900312625	0.0826702348490722	BDPN(p)
10	real	850.0	0.5047812339642237			0.13576269055865336			12.010057744663847			3.718114541536312			7.365793914992952			0.8426584111247469			0.3987623706372061			0.0832635463758954			
10	BDPN(lambda)		0.5047812339642237	0.5047812339642237	0.5047812339642237	0.1216876603233278	0.1060418723273105	0.1390007025905715	14.31428862486824	12.07423362027594	16.89820612066862	4.148171085079657	4.148171085079657	4.148171085079657	8.217760102733251	7.194208240410941	9.430237113443114	0.999999	0.9303971104431152	0.999999	0.3314572790113561	0.2901904581582534	0.374261250283151	0.069860265236143	0.059177879170078	0.0828209914971933	BDPN(lambda)
10	BDPN(psi)		0.4996614449059359	0.4722995895000255	0.5279297172250377	0.1357626905586533	0.1357626905586533	0.1357626905586533	14.478895847817912	12.199603696788532	17.115664709143484	3.6804032304447287	3.4788614423929567	3.888621498680132	7.365793914992952	7.365793914992952	7.365793914992952	0.999999	0.8848190005493164	0.999999	0.3306117197134956	0.2889676608873887	0.3737966779204558	0.0690660400151098	0.0584260101488072	0.0819698758135269	BDPN(psi)
11	BDPN(psi)		0.1706517528380693	0.1634862857382192	0.1779520757975089	0.1236421947367942	0.1236421947367942	0.1236421947367942	34.81760409867998	21.22108693715781	59.465129160803215	1.3802064352007637	1.3222531845721754	1.4392503803117371	8.08785384414091	8.08785384414091	8.08785384414091	0.1680707232171815	0.148859221597237	0.1893208443007758	0.0551339221078847	0.0376091221286232	0.0767313324881702	0.028721103185785	0.0168165782890312	0.0471229396949038	BDPN(psi)
11	BDPN(lambda)		0.1654249180430332	0.1654249180430332	0.1654249180430332	0.118099259509055	0.1102945481208783	0.1260555398447708	34.17827293541853	20.917995852153048	58.602303977552914	1.4007278176909277	1.4007278176909277	1.4007278176909277	8.467453599260937	7.9330111253455025	9.0666312799436	0.1813481613146641	0.1606098839759905	0.2042827764853531	0.055739037324386	0.0380717992035758	0.0774955153462393	0.0292583537468246	0.0170641755038	0.0478057270432564	BDPN(lambda)
11	BDPN(p)		0.1638390213757817	0.1567227653146818	0.1710797991996413	0.1165916769164971	0.108774564000025	0.1245479692483793	33.95875286651122	20.81939896653271	58.29152275748372	1.4052377125780862	1.3442020001730186	1.467341440866045	8.576941566045052	8.029034965682605	9.19332574846974	0.1848841962568428	0.1848841962568428	0.1848841962568428	0.0559494183295656	0.0382142789175329	0.0777586692244789	0.0294474889561141	0.0171551531456881	0.0480321262687508	BDPN(p)
11	real	643.0	0.16542491804303325			0.12364219473679422			39.55873939828053			1.3379325593110414			8.08785384414091			0.1848841962568428			0.0746124001726861			0.025278864170365			
12	BDPN(lambda)		0.5410693624378136	0.5410693624378136	0.5410693624378136	0.117232307515823	0.100234467622762	0.1363333566437261	17.676054750857787	13.99114457841867	22.168442611061785	4.615360508576397	4.615360508576397	4.615360508576397	8.530071796676257	7.334962071045134	9.976608084192712	0.8626758065749814	0.742107460226523	0.99996547382973	0.245690411354398	0.2048588937370321	0.2893817474520955	0.0565737102591556	0.0451091679079437	0.0714737807471805	BDPN(lambda)
12	BDPN(psi)		0.5241015120454429	0.4938022362317755	0.5554073368411312	0.1671891668407653	0.1671891668407653	0.1671891668407653	18.090820929066886	14.303016246157943	22.736639544343063	3.134781528904972	2.953554022445029	3.3220294552344614	5.981248778830402	5.981248778830402	5.981248778830402	0.6689733836005225	0.5793204618147835	0.7711662283117381	0.2404200746541559	0.1997665927396135	0.2839530709248924	0.0552766512874647	0.0439818733128837	0.0699153229493547	BDPN(psi)
12	BDPN(p)		0.5489122427267635	0.5183128956750674	0.580455578102995	0.1691785904519129	0.1461443645623809	0.1944764815733214	17.904379671489927	14.17186812895503	22.464519010166693	3.244572739733196	3.06370264872488	3.431022663993543	5.910913415987103	5.14200993307759	6.842549167013245	0.5636642711541303	0.5636642711541303	0.5636642711541303	0.2384891561183726	0.198453447549101	0.2813891552579444	0.0558522561712848	0.0445146410456165	0.0705623274857367	BDPN(p)
12	real	654.0	0.5410693624378136			0.16718916684076535			16.464336100277034			3.2362704633437165			5.981248778830402			0.5636642711541303			0.2383155332495981			0.0607373412392361			
13	BDPN(psi)		0.1441439472776969	0.1367001824412346	0.1518020401044671	0.0578845792816003	0.0578845792816003	0.0578845792816003	25.811028604975466	22.72428922969094	29.18442472780512	2.4901959911716207	2.3615993091390988	2.622495351758051	17.275758283309642	17.275758283309642	17.275758283309642	0.3526576578427203	0.3025189683456136	0.4101455516927472	0.536572837393946	0.4913642659757435	0.5816313015682286	0.038743128579046	0.0342648522054732	0.0440057768096626	BDPN(psi)
13	BDPN(p)		0.1433710505203002	0.1360369949392984	0.150969553167644	0.0487542111454039	0.0422719500621899	0.0557574154541635	25.687601765762818	22.615329610902407	29.04237233194739	2.9406906019402554	2.790261430619468	3.096543859922055	20.511048717773576	17.93483417146674	23.656348915269184	0.3507613074612153	0.3507613074612153	0.3507613074612153	0.53694483206286	0.4918357058778818	0.581910602399041	0.0389292861637566	0.0344324488568026	0.0442177946200669	BDPN(p)
13	real	746.0	0.14866981546965674			0.0578845792816003			24.48723338524556			2.5683837960780385			17.275758283309642			0.3507613074612153			0.6120061404394453			0.0408376064485315			
13	BDPN(lambda)		0.1486698154696567	0.1486698154696567	0.1486698154696567	0.0413993624421001	0.0354420345819857	0.0479258008434303	25.69482563338806	22.61727882299853	29.057745038476483	3.591113647645706	3.591113647645706	3.591113647645706	24.154961357160264	20.86558768766155	28.21508448356049	0.4449021230483317	0.3781704989597062	0.5221156107541943	0.5397851066512939	0.4945026913767069	0.5849244942618512	0.0389183415473577	0.034414232717503	0.044213983822985	BDPN(lambda)
14	BDPN(lambda)		0.8246717612113882	0.8246717612113882	0.8246717612113882	0.1093652777054702	0.0940470414282566	0.1267977295888024	39.75086701470722	33.81986612049161	46.37789501509022	7.540526376500385	7.540526376500385	7.540526376500385	9.143669919561514	7.8865765439408175	10.632976697760832	0.999999	0.876252145111084	0.999999	0.3123913949473049	0.2746458315705137	0.3517995700659866	0.0251566839945909	0.0215619962845365	0.0295684198286667	BDPN(lambda)
14	BDPN(p)		0.8311583750322774	0.7915606717798528	0.871804733427439	0.1701167811922849	0.1469540579869939	0.1960701881307061	39.96203589200662	33.995563476795375	46.63702368880101	4.885810613197587	4.653042846402923	5.124742705083446	5.878314843435044	5.100214415734486	6.804847812290451	0.6326582693632873	0.6326582693632873	0.6326582693632873	0.3080191513694016	0.2705787055420052	0.347086617188695	0.0250237501087882	0.0214421916516969	0.0294156030295711	BDPN(p)
14	real	833.0	0.8246717612113882			0.16725814754806811			38.73394662333655			4.930532672403219			5.978781988558203			0.6326582693632873			0.3445697037308967			0.0258171471583925			
14	BDPN(psi)		0.8026121600762911	0.7632263087053552	0.843021452514881	0.1672581475480681	0.1672581475480681	0.1672581475480681	40.05048308749877	34.06897154482851	46.75620270795059	4.798643126461922	4.5631637076813405	5.040241476264145	5.978781988558203	5.978781988558203	5.978781988558203	0.7311680504445025	0.6384263687443678	0.8366067517289035	0.310535393228857	0.2727125259654188	0.3500499395397765	0.0249684878410901	0.0213875366707219	0.0293522215275616	BDPN(psi)
15	BDPN(lambda)		0.1688020359701885	0.1688020359701885	0.1688020359701885	0.0418891866459884	0.03657838408357	0.0477599982225405	13.750489863767468	11.022453109944095	16.955592431970246	4.029728182520201	4.029728182520201	4.029728182520201	23.872509353097342	20.93802422982597	27.33855048695744	0.8700422870023468	0.7621280699060166	0.992416076560928	0.2137641783332804	0.1804938032789674	0.2495632003647362	0.0727246818046097	0.058977591258591	0.0907239060148809	BDPN(lambda)
15	BDPN(psi)		0.1728021073602547	0.163951949974265	0.1819498393127145	0.0626115948521565	0.0626115948521565	0.0626115948521565	14.052612493790033	11.266775684527731	17.331753197869944	2.7599058571864963	2.6185557221693747	2.9060086992249428	15.971482636104051	15.971482636104051	15.971482636104051	0.5909582519514353	0.5204902161195897	0.6700001836116987	0.2067920310568295	0.1741597253509187	0.2419886537632312	0.0711611453344998	0.0576975674984166	0.0887565376288856	BDPN(psi)
15	BDPN(p)		0.1766160286180255	0.1677409021717532	0.1857637256757261	0.0607140468161467	0.053453891710082	0.0685515817267567	13.927285867177089	11.161196036655788	17.180117485918508	2.9089813293594338	2.7628022009421205	3.0596498737475466	16.470653043902388	14.587555455480976	18.70771178689292	0.549149913298739	0.549149913298739	0.549149913298739	0.2061050927050603	0.1736818633284669	0.2410414639916601	0.0718014988373818	0.0582068196460029	0.0895961325932976	BDPN(p)
15	real	794.0	0.16880203597018859			0.06261159485215655			12.329901776404542			2.6960187864368783			15.971482636104051			0.549149913298739			0.2136329139944487			0.0811036469012006			
16	BDPN(lambda)		0.6885477022580453	0.6885477022580453	0.6885477022580453	0.0529220792276649	0.0413359511968822	0.0673158391529032	32.633702986632834	28.61760395802737	37.04989051420411	13.010594298383277	13.010594298383277	13.010594298383277	18.89570505531558	14.855344783395928	24.19201617587123	0.999999	0.8183267880554199	0.999999	0.7815328690068597	0.7299388079024633	0.8283889471507742	0.0306431666798466	0.0269906330658823	0.0349435264205442	BDPN(lambda)
16	real	518.0	0.6885477022580452			0.182474296522668			29.22817809794222			3.773395570660605			5.480223894852908			0.2875514354297247			0.8713477993217722			0.034213559143134			
16	BDPN(p)		0.7040500240950072	0.6623836682968962	0.7470840604844531	0.1530712408735956	0.1225901645168519	0.1884411825980475	32.623171756374745	28.621808724398143	37.02608841672058	4.599492498244024	4.327290120055174	4.880629804924531	6.532905817532294	5.306695628911645	8.157261261057643	0.2875514354297247	0.2875514354297247	0.2875514354297247	0.7706828616707901	0.7185845771497386	0.8182984318975952	0.030653058735915	0.0270079839043546	0.0349383929446627	BDPN(p)
16	BDPN(psi)		0.6712041787552526	0.6295209476668979	0.714388541224592	0.182474296522668	0.182474296522668	0.182474296522668	32.80748794892543	28.76424449245157	37.25789969074928	3.6783491787396576	3.4499157397145805	3.915009153828121	5.480223894852908	5.480223894852908	5.480223894852908	0.3701479266628449	0.2984542802614062	0.4576058851492968	0.776318698136448	0.72412286537006	0.8238562232273225	0.030480846371316	0.0268399455766501	0.0347653838174829	BDPN(psi)
17	real	669.0	0.31936581539764997			0.0659421187311064			21.69669887233327			4.843123356407986			15.16481452586808			0.2905477083863256			0.3776201805999487			0.0460899607762524			
17	BDPN(p)		0.3204067614346874	0.3060194207401806	0.3350945987810807	0.0651912456947467	0.0548165863563868	0.0770815971300793	20.027111941421836	16.762051423628677	23.72415568940978	4.914874045128215	4.694179678251495	5.140177875264672	15.339482922023404	12.97326517913798	18.24265366505237	0.2905477083863256	0.2905477083863256	0.2905477083863256	0.3114306553023929	0.2713005205410117	0.3534995586863226	0.0499323119042297	0.0421511312390514	0.059658568914205	BDPN(p)
17	BDPN(lambda)		0.3193658153976499	0.3193658153976499	0.3193658153976499	0.0474935367605597	0.0397294793523022	0.0566424152003501	19.97320207433531	16.715559647675036	23.66070015590989	6.724405828265504	6.724405828265504	6.724405828265504	21.05549656243824	17.65461441682694	25.170226650404185	0.3995726098151005	0.3423069894840003	0.4657939530196974	0.3128236923412985	0.2725896050848589	0.3549752538767596	0.0500670847007028	0.0422641761828938	0.0598245001111338	BDPN(lambda)
17	BDPN(psi)		0.3117921975114356	0.2974135057564511	0.3264801614276965	0.0659421187311064	0.0659421187311064	0.0659421187311064	20.1305467144821	16.852000852202103	23.84784593828768	4.728270845873749	4.510220652284779	4.951011094426487	15.16481452586808	15.16481452586808	15.16481452586808	0.3279859225828868	0.2823627646834434	0.3803638949865522	0.3121230645528958	0.2718274625642944	0.354401572059929	0.0496757497043332	0.0419325083945842	0.0593401346683012	BDPN(psi)
18	BDPN(p)		0.2423938005280395	0.2302239226449731	0.2549971271891011	0.1109950753761564	0.098722675608846	0.1238384506156036	71.04319748940549	64.02634958369073	78.59754949123453	2.183824820214588	2.0741814162903744	2.297373341339057	9.00940872026126	8.075036428742271	10.129385106641042	0.2890787472980818	0.2890787472980818	0.2890787472980818	0.7429148728317095	0.7012093309690385	0.782236944528715	0.014075943022541	0.0127230429761874	0.0156185696436257	BDPN(p)
18	BDPN(lambda)		0.2673860586220709	0.2673860586220709	0.2673860586220709	0.1172792501938823	0.1043057108045747	0.1307781189126156	71.19693352783383	64.1594692731752	78.77735954368875	2.279909346112263	2.279909346112263	2.279909346112263	8.526657514836012	7.646539102372223	9.587202774290873	0.2952319001711646	0.2514491015495033	0.3455171015688641	0.7390066179667762	0.6972505062202429	0.778480441372436	0.0140455487399476	0.0126940025128084	0.0155861638403249	BDPN(lambda)
18	BDPN(psi)		0.2572465659664972	0.2447032465142797	0.2701774466021869	0.1440241178086534	0.1440241178086534	0.1440241178086534	71.28222645851187	64.22790189638889	78.87988006723955	1.7861353353906182	1.6990435368566936	1.8759180803394149	6.94328155044541	6.94328155044541	6.94328155044541	0.2575182189718106	0.2209756455416223	0.2992555724463566	0.7357256205279171	0.6938860817124541	0.7753085595674979	0.0140287425026212	0.0126775040624753	0.0155695573181446	BDPN(psi)
18	real	837.0	0.26738605862207093			0.14402411780865348			70.66755626389666			1.85653668767694			6.94328155044541			0.2890787472980818			0.8550351135134836			0.0141507652573362			
19	real	920.0	0.40342387616463543			0.09262182824986014			40.49713555135493			4.355602602405385			10.796591029302103			0.2227113909646919			0.726978724028567			0.0246931044970301			
19	BDPN(p)		0.4099784163057791	0.3940526210419188	0.4262736032368612	0.06651332482045	0.05560510032642	0.079178469378312	38.74777294139293	34.98253210464273	42.78210600714824	6.163853895629168	5.924416229464511	6.4088452109042695	15.034581457166045	12.629696025342872	17.9839617972034	0.2227113909646919	0.2227113909646919	0.2227113909646919	0.6537210137963793	0.613443856511947	0.6929055466590204	0.0258079348589279	0.0233742583834679	0.0285856951980695	BDPN(p)
19	BDPN(lambda)		0.4034238761646354	0.4034238761646354	0.4034238761646354	0.015216324640891	0.0127451275841736	0.0182263134003851	38.73982234239861	34.759452088673534	42.52969273520262	26.512570261580084	26.512570261580084	26.512570261580084	65.71889228182526	54.86573055299635	78.46135657690539	0.9740636435698076	0.829357249065545	0.999973672503486	0.6592583702378084	0.6185591680252291	0.6978994890182132	0.0258132314382235	0.0235129843572154	0.0287691531342018	BDPN(lambda)
19	BDPN(psi)		0.4058632529823126	0.3898011732436345	0.4223372483585747	0.0926218282498601	0.0926218282498601	0.0926218282498601	38.87701988600126	35.09862619911337	42.92648583378413	4.381939556272208	4.20852385025366	4.559802546968323	10.796591029302103	10.796591029302103	10.796591029302103	0.2170462372611797	0.1859526686905094	0.2531736962840403	0.654586074834572	0.6141757541676152	0.6938413767546177	0.0257221361856513	0.0232956409213674	0.0284911436227455	BDPN(psi)
20	BDPN(psi)		0.6034560614191133	0.5649568245840418	0.6433372899952298	0.1606151221427594	0.1606151221427594	0.1606151221427594	14.307198027023489	9.963340688465436	19.899244418642343	3.7571559475124894	3.517457242176062	4.005459021619477	6.226063814285002	6.226063814285002	6.226063814285002	0.7189966836383078	0.6128134582687021	0.8417636868436906	0.1702019383500141	0.1285210897672103	0.2164677840419857	0.0698948877419042	0.0502531643394039	0.1003679419652587	BDPN(psi)
20	real	505.0	0.6161784721418762			0.1606151221427594			10.562335829401816			3.836366488543954			6.226063814285002			0.641720370893624			0.1974361803096989			0.0946760277415487			
20	BDPN(p)		0.6243550053463975	0.5855855503630004	0.6644736696649529	0.1586780907214006	0.133694428397624	0.1869560068694643	13.956378288509786	9.698386585368894	19.451570445977524	3.934727236179127	3.6903995233415263	4.187557756991189	6.302067257386855	5.34885193979467	7.479743262193952	0.641720370893624	0.641720370893624	0.641720370893624	0.1707696304993694	0.129529205121715	0.2165989270132135	0.0716518268083414	0.0514097307863794	0.1031099339253616	BDPN(p)
20	BDPN(lambda)		0.6161784721418762	0.6161784721418762	0.6161784721418762	0.1045809731514956	0.0875113547732584	0.1243378464853908	13.677527102785968	9.49146971211849	19.05956664749022	5.891879312016749	5.891879312016749	5.891879312016749	9.561968777546213	8.042603505421784	11.427088548577448	0.999999	0.8497284289855956	0.999999	0.1785225256373343	0.1362655767856739	0.2252770918203901	0.0731126315806247	0.0524670900705751	0.1053577612667533	BDPN(lambda)
