	type	lambda	psi	psi_p	p	pn	R_naught	infectious_time	partner_removal_time	lambda_error	psi_error	psi_p_error	p_error	pn_error	R_naught_error	infectious_time_error	partner_removal_time_error
3	BDPN(lambda)	0.1708594015035118	0.0778605216311029	33.612639649714176	0.9	0.724013367083959	2.194429191124999	12.843479327532908	0.029750713137119	6.497874947796408e-16	-0.323491203429708	0.011626926097804273	0.38811461652506174	-0.06802666599850016	0.4781773793182232	0.4781773793182231	-0.011493294413044863
3	BDPN(p)	0.1681391076054827	0.1047175266249653	33.70894953140617	0.5118853834749383	0.6921078000429175	1.6056443751546476	9.549499804186484	0.0296657123375593	-0.015921242109542835	-0.09013802588533593	0.014525528248193358	0.0	-0.09993223303954168	0.08156927741486103	0.09906780198506866	-0.014317558152799852
4	BDPN(psi)	0.2571399972481692	0.1016213987419757	37.83709104940788	0.9	0.7548227375079604	2.5303725438877964	9.84044711428421	0.0264290930477238	0.04645109187927296	0.0	-0.03719478030086267	0.03810295477590586	0.004039600149992717	0.04645109187927257	0.0	0.03863167704105701
4	BDPN(p)	0.2587675113049515	0.1143469662080238	37.870816776816646	0.8618970452240942	0.7547880050241743	2.263002857760066	8.745312911763365	0.0264055567085674	0.053074386115855694	0.12522527364890204	-0.036336593122971335	0.0	0.0040048676662066685	-0.06412128239803412	-0.11128906947034632	0.03770672712449049
4	BDPN(lambda)	0.2457257670651224	0.1120757217603027	37.86932815772283	0.9	0.7572443571921268	2.1924977435403736	8.922539014637874	0.0264065946941302	0.0	0.10287521277749087	-0.03637447262675759	0.03810295477590586	0.006461219834159149	-0.0932791050026495	-0.09327910500264952	0.03774751871290743
5	BDPN(p)	0.2077283486976308	0.057835429142528	23.801073813524702	0.4719479360976953	0.60992955442603	3.591714486732876	17.290439698054747	0.0420149110848839	0.008679662278795883	-0.00813570619607888	-0.0014277345135265882	0.0	0.004681459498544038	0.016953295506168253	0.008202438828478431	0.0014297758538587724
5	BDPN(psi)	0.1959067467779668	0.0583098207121884	23.86391763292781	0.6347981895633314	0.6245549887477572	3.3597556018040806	17.14976976067036	0.0419042679991563	-0.04872323677990658	0.0	0.0012088732128661287	0.16285025346563614	0.019306893820271176	-0.04872323677990657	0.0	-0.001207413602906089
5	BDPN(lambda)	0.2059408516558504	0.05	23.82057080787442	0.6610657306729768	0.6208120275228692	4.118817033117009	20.0	0.0419805221321324	0.0	-0.14251151196648093	-0.0006097395789067508	0.1891177945752815	0.015563932595383245	0.1661964142437694	0.16619641424376935	0.0006101115880887869
6	BDPN(p)	0.2650999119653092	0.0634273344494226	15.164449245930548	0.2616311052142215	0.0672488038476804	4.179584626509907	15.76607323452014	0.0659437071391402	-0.011537149500774183	-0.004300430134946262	-0.12273491860116038	0.0	0.0025362811960601	-0.007267974783608238	0.004319003708646924	0.13990630791488182
6	BDPN(lambda)	0.2681941074785155	0.0634279048840258	15.190442707729572	0.2594934364604201	0.0670079561000219	4.228329912029926	15.765931443399252	0.0658308661070921	0.0	-0.004291475297194074	-0.12123119393492647	-0.0021376687538013917	0.002295433448401607	0.0043099714331303815	0.004309971433130523	0.13795573204034306
6	BDPN(psi)	0.2628776344670557	0.0637012773421393	15.226950932766274	0.2710028040537311	0.0671205157296244	4.126724697452156	15.698272338072655	0.0656730296443091	-0.0198232282634536	0.0	-0.11911918904182796	0.009371698839509612	0.0024079930780041003	-0.019823228263453514	0.0	0.13522736283953835
7	BDPN(p)	0.3966242091961766	0.1970715419446097	32.71991337970815	0.8189272507748462	0.8793869132669823	2.012589972567701	5.0742993642434016	0.0305624280967738	0.035487729647646495	-0.008299189572666262	-0.011223248384250078	0.0	-0.01710208502394872	0.04415335629447035	0.008368642523434347	0.011350639429889257
7	BDPN(lambda)	0.3830312980445832	0.1882023304552376	32.71508763896228	0.9	0.8825247854389825	2.0352101757617924	5.313430485058959	0.0305669363027792	-2.898517772027943e-16	-0.0529307184837959	-0.011369079462818957	0.08107274922515384	-0.013964212851948488	0.05588896136411111	0.05588896136411128	0.011499821851253375
7	BDPN(psi)	0.3913852875362583	0.1987207632306861	32.73056747412665	0.9	0.8826459028106892	1.9695238744726256	5.0321867918710845	0.0305524797512446	0.02181020071812151	0.0	-0.010901287847610526	0.08107274922515384	-0.013843095480241763	0.02181020071812155	0.0	0.011021435690567048
8	BDPN(psi)	0.4415686156178532	0.0942115318037467	11.878238319008766	0.9	0.4465664026470177	4.686991148150424	10.614411854411973	0.0841875683197649	-0.04791505302323046	0.0	0.060697713026820976	0.16550261780998832	0.010904221444318518	-0.047915053023230555	0.0	-0.057224327234206535
8	BDPN(lambda)	0.4637911953339887	0.0800837160978474	11.773236918801487	0.9	0.4421132601197526	5.791329597733975	12.486933033654248	0.0849384079244198	0.0	-0.14995845450564524	0.051321344067609145	0.16550261780998832	0.006451078917053432	0.17641308863137337	0.17641308863137295	-0.04881603931776442
8	BDPN(p)	0.4647381526832989	0.0946243497937908	11.797378770724464	0.7344973821900117	0.4384555778580738	4.911401279861628	10.568104321765372	0.0847645921551259	0.002041775175633148	0.004381820167238601	0.05347715256674949	0.0	0.002793396655374647	-0.0023298360689326283	-0.004362703584688305	-0.050762517664911175
9	BDPN(psi)	0.3159537146535531	0.1580704841656041	40.68095904070024	0.7984455942312442	0.4997292282293075	1.9988153786037688	6.326291750661937	0.0245815247128153	-0.07118991956161405	0.0	-0.06876412849508345	0.27572285359474025	0.014170112966780779	-0.07118991956161413	0.0	0.07384179518767643
9	BDPN(lambda)	0.3401704194515494	0.1076757891322607	40.308771188252514	0.9	0.4958662869386083	3.1592099040361816	9.287138808629267	0.024808496278136	0.0	-0.3188115434665646	-0.0772839541656371	0.3772772593634961	0.010307171676081583	0.46802252799320065	0.4680225279932005	0.08375702851872649
9	BDPN(p)	0.3513587503651258	0.1494199951189011	40.57191014883579	0.5227227406365039	0.4696081221076162	2.351484151003563	6.692544724046127	0.0246475947603047	0.032890369867007094	-0.05472551749534857	-0.07126038822559855	0.0	-0.015950993154910498	0.09268830269299531	0.05789378482993097	0.07672805953592345
10	BDPN(p)	0.529512019152012	0.129375824323324	14.140638028301352	0.8426584111247469	0.3273296912634742	4.092820447108455	7.729419350410421	0.0707181668888334	0.04899307566085361	-0.04704434045206254	0.1773996702542196	0.0	-0.07143267937373188	0.10077847290237472	0.04936676746783745	-0.15067073206833606
10	BDPN(lambda)	0.5047812339642237	0.1271664412228531	14.13247020097566	0.9	0.33092753511843	3.9694531757762936	7.863709878045165	0.0707590382841184	0.0	-0.0633182010493995	0.17671958798489662	0.05734158887525309	-0.06783483551877612	0.06759841081607164	0.06759841081607147	-0.1501798642508581
10	BDPN(psi)	0.5168470136594996	0.1357626905586533	14.29329687549468	0.9	0.3276254701159123	3.806988588195421	7.365793914992952	0.0699628650206281	0.02390298783597619	0.0	0.19011058725719196	0.05734158887525309	-0.07113690052129379	0.023902987835976202	0.0	-0.1597419511201342
11	BDPN(psi)	0.1705526391072412	0.1236421947367942	50.69871383336962	0.169336566198813	0.0524255635547793	1.3794048178318783	8.08785384414091	0.0197243662489482	0.030997271299080167	0.0	0.2816059006059556	-0.01554763005802981	-0.022186836617906797	0.03099727129908009	0.0	-0.21972893576161817
