	type	sampled_tips	lambda	lambda_min	lambda_max	psi	psi_min	psi_max	phi	phi_min	phi_max	R_naught	R_naught_min	R_naught_max	infectious_time	infectious_time_min	infectious_time_max	p	p_min	p_max	upsilon	upsilon_min	upsilon_max	partner_removal_time	partner_removal_time_min	partner_removal_time_max
14	BD(p)		0.4475795340094039	0.4310072466145237	0.464737988492806	0.13440563958646642	0.11929328197706203	0.15061592391886294				3.3300651325829604	3.2067645966391627	3.457726847792192	7.440163992201202	6.639404214249628	8.382701719886308	0.29932704471897004	0.29932704471897004	0.29932704471897004						
15	BDPN(p)		0.175925427331122	0.16499258812292686	0.1873675058212572	0.0994107429128594	0.08864706790676541	0.11085369704406688	582054.0305987404	0.001	1000000.0	1.7696822513974488	1.6597058153720332	1.8847812653960163	10.05927499079824	9.02089895659932	11.280688956929186	0.4699233264186504	0.4699233264186504	0.4699233264186504	0.0	0.0	0.0048828125	1.7180535610608726e-06	1e-06	1000.0
15	real	513.0	0.1839126599933826			0.0953176999954221						1.929470182371328			10.491230905152221			0.4699233264186504			0					
15	BD(p)		0.175925427331122	0.16499258812292686	0.1873675058212572	0.0994107429128594	0.08864706790676541	0.11085369704406688				1.7696822513974488	1.6597058153720332	1.8847812653960163	10.05927499079824	9.02089895659932	11.280688956929186	0.4699233264186504	0.4699233264186504	0.4699233264186504						
16	real	575.0	0.8484860681558388			0.17491345628377797						4.850890755821913			5.717113029758038			0.8645235423799118			0					
16	BD(p)		0.9061843187244829	0.8487263297429486	0.9652585456496072	0.18174551847963705	0.15350403121719378	0.2132110511619512				4.986006402276229	4.669861115931949	5.3110445513282665	5.502198944795665	4.6901884051048475	6.5144868969929135	0.8645235423799118	0.8645235423799118	0.8645235423799118						
16	BDPN(p)		0.9061843187244829	0.8487263297429486	0.9652585456496072	0.18174551847963705	0.15350403121719378	0.2132110511619512	141224.59955588318	0.001	1000000.0	4.986006402276229	4.669861115931949	5.3110445513282665	5.502198944795665	4.6901884051048475	6.5144868969929135	0.8645235423799118	0.8645235423799118	0.8645235423799118	0.0	0.0	0.00390625	7.080919352186202e-06	1e-06	1000.0
17	BD(p)		0.15162117589400467	0.1439724443056372	0.16020294336666946	0.0686753473142434	0.060744642550855515	0.0772578267166655				2.2077962736791013	2.0964210584454817	2.3327576726130808	14.561266001673324	12.943672408329434	16.462357139772426	0.3215637424259439	0.3215637424259439	0.3215637424259439						
17	BDPN(p)		0.15119421689141746	0.14356716681490012	0.15977598802870074	0.06766981933316707	0.0593360919165212	0.07625230736610507	5.99643184700735	0.001	1000000.0	2.2342931957158703	2.1215834212303477	2.361111491107374	14.777636616355924	13.114357250840518	16.853149031231794	0.3215637424259439	0.3215637424259439	0.3215637424259439	0.008611040847250144	0.0	0.028942259736124895	0.1667658410057761	1e-06	1000.0
17	real	598.0	0.15747359893029086			0.06339813934029219						2.4838836055589053			15.773333577385571			0.3215637424259439			0					
18	BD(p)		0.2243349359740721	0.21037650247569264	0.23863684158316525	0.19058050750853495	0.17651007921688594	0.20488289597860046				1.1771137505446378	1.103872086531573	1.252157656115372	5.247126335599751	4.880836905509417	5.6653988510834825	0.3816229588113719	0.3816229588113719	0.3816229588113719						
18	BDPN(p)		0.2243349359740721	0.21037650247569264	0.23863684158316525	0.19058050750853495	0.17651007921688594	0.20488289597860046	354827.6916785368	0.001	1000000.0	1.1771137505446378	1.103872086531573	1.252157656115372	5.247126335599751	4.880836905509417	5.6653988510834825	0.3816229588113719	0.3816229588113719	0.3816229588113719	0.0	0.0	0.00390625	2.818269327485212e-06	1e-06	1000.0
18	real	659.0	0.21897478800936912			0.18354955809364287						1.1930009000493105			5.448119899530472			0.3816229588113719			0					
19	BD(p)		0.16278636514611622	0.15267471732448396	0.1732750749296545	0.10471353687574277	0.09499039279364188	0.11520285586749382				1.5545875920444268	1.4580227340200902	1.6547533403944668	9.549863655036694	8.680340365435027	10.527380407536693	0.6515937344361273	0.6515937344361273	0.6515937344361273						
19	real	655.0	0.16252371426395082			0.10881976978292984						1.4935127558912122			9.1895066677201			0.6515937344361273			0					
19	BDPN(p)		0.16278636514611622	0.15267471732448396	0.1732750749296545	0.10471353687574277	0.09499039279364188	0.11520285586749382	734180.6291108483	0.001	1000000.0	1.5545875920444268	1.4580227340200902	1.6547533403944668	9.549863655036694	8.680340365435027	10.527380407536693	0.6515937344361273	0.6515937344361273	0.6515937344361273	0.0	0.0	0.00390625	1.362062631931709e-06	1e-06	1000.0
20	real	694.0	0.16755511158074365			0.07194252441158576						2.329013513928909			13.89998485845401			0.13213619088184433			0					
20	BD(p)		0.16835499033251694	0.16116395559166666	0.1759831004171244	0.07873660662163885	0.0702341652723971	0.08827259889490638				2.138204801503964	2.0468745416744265	2.23508616853142	12.700572743824269	11.328543766911832	14.238084785682108	0.13213619088184433	0.13213619088184433	0.13213619088184433						
20	BDPN(p)		0.16835499033251694	0.16116395559166666	0.1759831004171244	0.07873660662163885	0.0702341652723971	0.08827259889490638	636579.6200156476	0.001	1000000.0	2.138204801503964	2.0468745416744265	2.23508616853142	12.700572743824269	11.328543766911832	14.238084785682108	0.13213619088184433	0.13213619088184433	0.13213619088184433	0.0	0.0	0.00390625	1.5708954050012145e-06	1e-06	1000.0
21	real	942.0	0.33257287314617484			0.1892817403821864						1.7570256511518942			5.283129783046477			0.2011261227366748			0					
21	BD(p)		0.3477645170242509	0.3335417536306781	0.362064656959024	0.19776509989298002	0.18162421279238394	0.2149278427253564				1.7584726385618226	1.6865551799138132	1.8307813519926128	5.0565039055988485	4.652724315843252	5.505873829405704	0.2011261227366748	0.2011261227366748	0.2011261227366748						
21	BDPN(p)		0.34709562134954425	0.33290029313012937	0.36139577085294666	0.1965675577887744	0.18052490656391398	0.21373032117832347	10.96534050949224	0.001	1000000.0	1.765782844606142	1.6935668167981919	1.8385321307257207	5.087309478986201	4.678793324629225	5.5394018422934606	0.2011261227366748	0.2011261227366748	0.2011261227366748	0.004037377191427814	0.0	0.01765405367513876	0.09119643837182637	1e-06	1000.0
22	BD(p)		0.09073896904403406	0.08583136917443845	0.0964604957299259	0.0646354944266817	0.0596639714245972	0.07035717047785342				1.4038566556795269	1.3279293356655602	1.4923765430361862	15.471375424138431	14.213192389747586	16.760533637352506	0.3156462348801501	0.3156462348801501	0.3156462348801501						
22	BDPN(p)		0.09073896904403406	0.08583136917443845	0.0964604957299259	0.0646354944266817	0.0596639714245972	0.07035717047785342	862559.4504291199	0.001	1000000.0	1.4038566556795269	1.3279293356655602	1.4923765430361862	15.471375424138431	14.213192389747586	16.760533637352506	0.3156462348801501	0.3156462348801501	0.3156462348801501	0.0	0.0	0.00390625	1.1593403788023005e-06	1e-06	1000.0
22	real	732.0	0.08916366897766466			0.06181054494687367						1.4425316756922475			16.178469237886556			0.3156462348801501			0					
23	BDPN(p)		0.5539220438736695	0.5274638601336208	0.5815632794738812	0.13895035474073925	0.12332316611776488	0.15611410719512947	141040.06892121182	0.001	1000000.0	3.986474485129641	3.7960598309935243	4.1854033446621415	7.196815019766245	6.405571014476509	8.108776570373413	0.7691684250444611	0.7691684250444611	0.7691684250444611	0.0	0.0	0.0029296875	7.0901837162219685e-06	1e-06	1000.0
23	real	980.0	0.5582325892268923			0.13897794045758063						4.016699250175448			7.1953865247069455			0.7691684250444611			0					
23	BD(p)		0.5539220438736695	0.5274638601336208	0.5815632794738812	0.13895035474073925	0.12332316611776488	0.15611410719512947				3.986474485129641	3.7960598309935243	4.1854033446621415	7.196815019766245	6.405571014476509	8.108776570373413	0.7691684250444611	0.7691684250444611	0.7691684250444611						
24	BDPN(p)		0.205399842386918	0.19581859977503124	0.21493462670543775	0.06799784731987799	0.06066995776926633	0.0756267230687235	311703.92051713297	0.001	1000000.0	3.020681543353402	2.8797764560671184	3.1609033988140003	14.706347912688516	13.222839221676711	16.482622318662163	0.601864645608676	0.601864645608676	0.601864645608676	0.0	0.0	0.0029296875	3.2081726734169663e-06	1e-06	1000.0
24	real	977.0	0.21510874336612			0.07358816728482487						2.9231430989922083			13.589141255950494			0.601864645608676			0					
24	BD(p)		0.205399842386918	0.19581859977503124	0.21493462670543775	0.06799784731987799	0.06066995776926633	0.0756267230687235				3.020681543353402	2.8797764560671184	3.1609033988140003	14.706347912688516	13.222839221676711	16.482622318662163	0.601864645608676	0.601864645608676	0.601864645608676						
25	BDPN(p)		0.11861008625646367	0.11034062706655608	0.12719213706558358	0.10122690128228216	0.09339667461960388	0.10980910129247548	438880.5576414968	0.001	1000000.0	1.1717249540782309	1.09003264615262	1.256505291127055	9.878796913988227	9.106713270847283	10.707019324541355	0.7133436607538189	0.7133436607538189	0.7133436607538189	0.0	0.0	0.00390625	2.278524264947864e-06	1e-06	1000.0
25	BD(p)		0.11861008625646367	0.11034062706655608	0.12719213706558358	0.10122690128228216	0.09339667461960388	0.10980910129247548				1.1717249540782309	1.09003264615262	1.256505291127055	9.878796913988227	9.106713270847283	10.707019324541355	0.7133436607538189	0.7133436607538189	0.7133436607538189						
25	real	683.0	0.11803096426988406			0.09496140604744659						1.2429361483012475			10.530593865684331			0.7133436607538189			0					
26	BD(p)		0.26926314771280546	0.25616436120339114	0.2826109930916164	0.06702623787175334	0.05774129817103803	0.07751595221900467				4.017279743911753	3.8218519991160913	4.216423330104826	14.919530496600153	12.900570416457178	17.318626904401356	0.4148437965193866	0.4148437965193866	0.4148437965193866						
26	BDPN(p)		0.2692809666310558	0.2561813100572737	0.2826288117719585	0.0667261166872811	0.0569698962415128	0.08007666622719654	13.83860027859017	0.001	1000000.0	4.0356157378837	3.839295957501831	4.2356550298967335	14.986635663013391	12.488032370912672	17.553130091034294	0.4148437965193866	0.4148437965193866	0.4148437965193866	0.0015759468709091568	0.0	0.027901581084273853	0.07226164350935907	1e-06	1000.0
26	real	646.0	0.27443384395468523			0.06153901266128025						4.4595100260254315			16.24985447043401			0.4148437965193866			0					
27	BD(p)		0.1395087832065417	0.1324751340593345	0.14713711337024404	0.07109341390833125	0.06506976115058402	0.07776865952343462				1.9623306230085689	1.8633953101499616	2.0696307193794983	14.066000562153516	12.858650337140787	15.368121571643801	0.6599776951434753	0.6599776951434753	0.6599776951434753						
27	BDPN(p)		0.1395087832065417	0.1324751340593345	0.14713711337024404	0.07109341390833125	0.06506976115058402	0.07776865952343462	966603.7702581502	0.001	1000000.0	1.9623306230085689	1.8633953101499616	2.0696307193794983	14.066000562153516	12.858650337140787	15.368121571643801	0.6599776951434753	0.6599776951434753	0.6599776951434753	0.0	0.0	0.0029296875	1.03455007187995e-06	1e-06	1000.0
27	real	962.0	0.13488320455680927			0.07243478931102565						1.8621329038128096			13.80552093147022			0.6599776951434753			0					
28	BD(p)		0.39263216627460396	0.36433062300866587	0.42218446234360185	0.15307950707441195	0.1328814475410916	0.1759641869562996				2.5648904531927026	2.3800091205648104	2.757942394852225	6.532553044568533	5.682974571685705	7.525505015971209	0.8933722996731404	0.8933722996731404	0.8933722996731404						
28	BDPN(p)		0.39263216627460396	0.36433062300866587	0.42218446234360185	0.15307950707441195	0.1328814475410916	0.1759641869562996	141621.80028447905	0.001	1000000.0	2.5648904531927026	2.3800091205648104	2.757942394852225	6.532553044568533	5.682974571685705	7.525505015971209	0.8933722996731404	0.8933722996731404	0.8933722996731404	0.0	0.0	0.0048828125	7.061059794405074e-06	1e-06	1000.0
28	real	512.0	0.3913566550473548			0.14067435147182997						2.782004330943896			7.108616386266049			0.8933722996731404			0					
29	BDPN(p)		0.361509578394572	0.3396818500152131	0.3843894876907208	0.1343248683636423	0.117659259818187	0.1524422464339978	999943.2374464377	0.001	1000000.0	2.6913078925631155	2.52880835956326	2.861640531447292	7.444637855834816	6.559861346788571	8.499118569547779	0.7184644934752505	0.7184644934752505	0.7184644934752505	0.0	0.0	0.00390625	1.0000567657757328e-06	1e-06	1000.0
29	real	605.0	0.3759500434389412			0.14094597227623645						2.667334421604657			7.094917178904022			0.7184644934752505			0					
29	BD(p)		0.361509578394572	0.3396818500152131	0.3843894876907208	0.1343248683636423	0.117659259818187	0.1524422464339978				2.6913078925631155	2.52880835956326	2.861640531447292	7.444637855834816	6.559861346788571	8.499118569547779	0.7184644934752505	0.7184644934752505	0.7184644934752505						
30	real	732.0	0.4979600222545125			0.16513245147790384						3.0155188625728355			6.055744894781077			0.8257994576131525			0					
30	BD(p)		0.5120672139921522	0.4831200475746279	0.5425691650659439	0.1622540737498776	0.14272721325672838	0.1841850240637354				3.1559590595027416	2.9775526518944635	3.3439478746298854	6.1631734531457605	5.429323068383453	7.0063723461150005	0.8257994576131525	0.8257994576131525	0.8257994576131525						
30	BDPN(p)		0.5120672139921522	0.4831200475746279	0.5425691650659439	0.1622540737498776	0.14272721325672838	0.1841850240637354	755642.457499622	0.001	1000000.0	3.1559590595027416	2.9775526518944635	3.3439478746298854	6.1631734531457605	5.429323068383453	7.0063723461150005	0.8257994576131525	0.8257994576131525	0.8257994576131525	0.0	0.0	0.00390625	1.3233772005201284e-06	1e-06	1000.0
31	real	867.0	0.23432088272796459			0.16683142164565526						1.4045368697130378			5.994074678114107			0.7459431396944559			0					
31	BD(p)		0.23276143629315685	0.2191816646353547	0.247063221360196	0.15650484195914727	0.1443560261810889	0.1698541928237604				1.4872475086356431	1.4004784893017437	1.5786298894489623	6.389578670422425	5.887402503143347	6.927317317155433	0.7459431396944559	0.7459431396944559	0.7459431396944559						
31	BDPN(p)		0.23276143629315685	0.2191816646353547	0.247063221360196	0.15650484195914727	0.1443560261810889	0.1698541928237604	487190.370787821	0.001	1000000.0	1.4872475086356431	1.4004784893017437	1.5786298894489623	6.389578670422425	5.887402503143347	6.927317317155433	0.7459431396944559	0.7459431396944559	0.7459431396944559	0.0	0.0	0.0029296875	2.0525857241039677e-06	1e-06	1000.0
32	real	842.0	0.23554933829525906			0.09433331626220433						2.49698990376356			10.600708632149095			0.4093710374718479			0					
32	BDPN(p)		0.23944079572603835	0.2282638834263803	0.2508821473404671	0.08844804134334007	0.07888341182141226	0.0989375309669298	258007.8197345808	0.001	1000000.0	2.707135082806078	2.5807680979649867	2.8364918378077566	11.30607286280283	10.107387866129924	12.676936467504033	0.4093710374718479	0.4093710374718479	0.4093710374718479	0.0	0.0	0.0029296875	3.875851518875378e-06	1e-06	1000.0
32	BD(p)		0.23944079572603835	0.2282638834263803	0.2508821473404671	0.08844804134334007	0.07888341182141226	0.0989375309669298				2.707135082806078	2.5807680979649867	2.8364918378077566	11.30607286280283	10.107387866129924	12.676936467504033	0.4093710374718479	0.4093710374718479	0.4093710374718479						
33	BDPN(p)		0.10129681419628622	0.0965954010308353	0.10701828046970352	0.06669641722698688	0.061563884631128524	0.07241808148546375	995726.8728931613	0.001	1000000.0	1.5187744470822826	1.4482847062398219	1.6045581594808889	14.99330910979394	13.808706050860057	16.243289486875074	0.291684716324338	0.291684716324338	0.291684716324338	0.0	0.0	0.0029296875	1.0042914650826117e-06	1e-06	1000.0
33	real	850.0	0.10041713120184906			0.06620493514150831						1.51676202064415			15.104614147911654			0.291684716324338			0					
33	BD(p)		0.10129681419628622	0.0965954010308353	0.10701828046970352	0.06669641722698688	0.061563884631128524	0.07241808148546375				1.5187744470822826	1.4482847062398219	1.6045581594808889	14.99330910979394	13.808706050860057	16.243289486875074	0.291684716324338	0.291684716324338	0.291684716324338						
34	BDPN(p)		0.34042173953200305	0.31854494772622943	0.3633021314904793	0.12593740965024935	0.10934415993107563	0.14405493969978	268646.5678700345	0.001	1000000.0	2.7031026005490744	2.5293909777157206	2.8847832625701457	7.940452346742548	6.941795970926551	9.145435847971614	0.7054616691758253	0.7054616691758253	0.7054616691758253	0.0	0.0	0.0048828125	3.7223628350382597e-06	1e-06	1000.0
34	real	557.0	0.3527683397823519			0.12284441627757577						2.871667679101072			8.140378132779176			0.7054616691758253			0					
